id,trim,subTrim,condition,isOneOwner,mileage,mileageRd,age,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,price
4833,550,unsp,Used,FALSE,23507,23507,3,White,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,3,64122.92709
4834,430,unsp,Used,FALSE,105670,105670,12,Black,4.3,Gasoline,FL,SoA,Premium,unsp,unsp,36,11199.64211
4835,550,unsp,Used,FALSE,39000,39000,4,Black,4.6,Gasoline,NY,Mid,unsp,Alloy,unsp,55,51509.4769
4836,320,unsp,Used,FALSE,211646,210000,20,Blue,3.2,Gasoline,SC,SoA,unsp,unsp,unsp,1,3480.960795
4837,550,unsp,CPO,FALSE,37333,37333,4,Black,4.6,Gasoline,NC,SoA,unsp,Alloy,18,37,56394.3218
4838,550,unsp,Used,FALSE,37354,37354,6,Silver,5.5,Gasoline,AZ,Mtn,Harman Kardon,Premium,unsp,28,45396.79079
4839,500,unsp,Used,FALSE,144432,144432,15,Black,5,Gasoline,TX,WSC,unsp,Alloy,unsp,20,7537.452752
4840,550,unsp,New,FALSE,47,10000,1,White,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,49,114679.0146
4841,550,unsp,Used,FALSE,50991,50991,8,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,87,33885.01846
4842,550,unsp,New,FALSE,10,10000,2,White,4.6,Gasoline,MO,WNC,unsp,unsp,unsp,46,111960.2808
4843,600,unsp,Used,FALSE,77990,77990,14,Silver,5.8,Gasoline,OH,ENC,unsp,unsp,unsp,12,11229.35145
4844,550,unsp,New,FALSE,37,10000,1,Blue,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,66,112579.8319
4845,550,unsp,New,FALSE,1,10000,1,Silver,4.6,Gasoline,PA,Mid,Premium,unsp,unsp,72,114688.2349
4846,550,unsp,CPO,FALSE,24066,24066,4,Black,4.6,Gasoline,MI,ENC,unsp,unsp,unsp,54,61296.49766
4847,550,unsp,New,FALSE,9,10000,1,Black,4.6,Gasoline,CT,New,unsp,unsp,unsp,0,112812.4102
4848,550,unsp,Used,FALSE,36619,36619,4,Silver,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,54527.23023
4849,550,unsp,Used,FALSE,39795,39795,9,White,5.5,Gasoline,NV,Mtn,unsp,Alloy,unsp,43,34468.06195
4850,550,unsp,Used,FALSE,84534,84534,9,Black,5.5,Gasoline,IL,ENC,Premium,Alloy,unsp,79,24479.79642
4851,550,unsp,Used,FALSE,119063,119063,9,White,5.5,Gasoline,AZ,Mtn,Harman Kardon,unsp,unsp,18,24655.21169
4852,550,unsp,Used,FALSE,44949,44949,7,Black,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,54,36053.3165
4853,600,unsp,New,FALSE,10,10000,3,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0,142807.3408
4854,550,unsp,Used,FALSE,72335,72335,9,Black,5.5,Gasoline,IL,ENC,unsp,unsp,unsp,0,28614.56779
4855,63 AMG,unsp,New,FALSE,9,10000,1,Black,5.5,Gasoline,NY,Mid,Premium,Alloy,unsp,76,161215.054
4856,430,unsp,Used,FALSE,112570,112570,14,Silver,4.3,Gasoline,GA,SoA,Premium,unsp,unsp,63,8148.711436
4857,550,unsp,Used,FALSE,31109,31109,3,White,4.6,Gasoline,NV,Mtn,Premium,unsp,unsp,48,60658.35362
4858,550,unsp,New,FALSE,11,10000,2,Black,4.6,Gasoline,NY,Mid,unsp,unsp,unsp,17,112470.1752
4859,550,unsp,Used,FALSE,73893,73893,9,Black,5.5,Gasoline,CO,Mtn,Premium,Alloy,unsp,49,27183.74654
4860,550,unsp,Used,FALSE,31344,31344,7,Black,5.5,Gasoline,FL,SoA,unsp,unsp,unsp,0,40783.38452
4861,500,unsp,Used,FALSE,115848,115848,21,Black,5,Gasoline,AZ,Mtn,Premium,unsp,unsp,20,7371.175835
4862,550,unsp,Used,FALSE,17483,17483,3,Black,4.6,Gasoline,TN,ESC,Harman Kardon,unsp,unsp,52,63869.91226
4863,320,unsp,Used,FALSE,141721,141721,17,Silver,3.2,Gasoline,IL,ENC,unsp,unsp,unsp,11,4274.547796
4864,63 AMG,unsp,Used,FALSE,49830,49830,8,White,6.3,Gasoline,FL,SoA,unsp,unsp,unsp,4,51099.81879
4865,550,unsp,Used,FALSE,86127,86127,8,Black,5.5,Gasoline,FL,SoA,unsp,Alloy,unsp,14,28474.57892
4866,65 AMG,unsp,Used,FALSE,50073,50073,10,Black,6,Gasoline,UT,Mtn,unsp,unsp,unsp,0,35025.81674
4867,550,unsp,Used,FALSE,75350,75350,9,White,5.5,Gasoline,LA,WSC,unsp,Alloy,unsp,31,28410.83444
4868,550,unsp,New,FALSE,17,10000,2,White,4.6,Gasoline,VA,SoA,unsp,unsp,unsp,80,111851.4656
4869,550,unsp,CPO,FALSE,26730,26730,3,Blue,4.6,Gasoline,MA,New,unsp,unsp,unsp,1,66330.42312
4870,500,unsp,Used,FALSE,91434,91434,10,Gray,5,Gasoline,OH,ENC,Premium,Alloy,unsp,51,15230.6049
4871,550,unsp,Used,TRUE,37918,37918,8,Black,5.5,Gasoline,IL,ENC,unsp,unsp,unsp,23,38796.57309
4872,550,unsp,New,FALSE,11,10000,1,Silver,4.6,Gasoline,CA,Pac,Premium,unsp,20,89,113585.5688
4873,550,unsp,CPO,FALSE,27685,27685,3,Black,4.6,Gasoline,NY,Mid,unsp,Alloy,unsp,2,62929.04578
4874,550,unsp,New,FALSE,35,10000,1,Black,4.7,Gasoline,NV,Mtn,unsp,unsp,unsp,8,137579.0784
4875,550,unsp,CPO,TRUE,13209,13209,4,Black,4.6,Gasoline,PA,Mid,unsp,unsp,unsp,64,66568.7072
4876,550,unsp,New,FALSE,11,10000,1,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,1,112552.6098
4877,550,unsp,CPO,TRUE,32905,32905,5,Black,5.5,Gasoline,OH,ENC,unsp,unsp,unsp,3,54066.44046
4878,550,unsp,Used,FALSE,72467,72467,9,Gray,5.5,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,22,27473.70758
4879,430,unsp,Used,FALSE,152102,150000,16,Silver,4.3,Gasoline,IL,ENC,Premium,Alloy,unsp,56,5962.221827
4880,550,unsp,New,FALSE,11,10000,1,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,69,110965.5303
4881,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,PA,Mid,Premium,unsp,unsp,74,111912.1318
4882,550,unsp,CPO,TRUE,29804,29804,3,Gray,4.6,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,77,60808.08818
4883,550,unsp,Used,TRUE,8804,10000,3,White,4.6,Gasoline,GA,SoA,unsp,unsp,unsp,4,74666.51543
4884,550,unsp,Used,FALSE,148997,148997,9,Black,5.5,Gasoline,TN,ESC,Premium,Alloy,unsp,34,21375.2458
4885,550,unsp,New,FALSE,11,10000,2,Black,4.6,Gasoline,OK,WSC,unsp,unsp,unsp,3,110516.9129
4886,400,Hybrid,Used,FALSE,100544,100544,6,Gray,3.5,Hybrid,TX,WSC,Harman Kardon,Alloy,unsp,77,26072.6335
4887,600,unsp,New,FALSE,10,10000,1,Black,6,Gasoline,GA,SoA,Harman Kardon,Alloy,19,65,172326.9397
4888,55 AMG,unsp,Used,FALSE,77564,77564,13,Silver,5.4,Gasoline,GA,SoA,Bose,Alloy,unsp,15,16724.70286
4889,550,unsp,Used,FALSE,108478,108478,8,Black,5.5,Gasoline,LA,WSC,Premium,Alloy,unsp,61,25715.32134
4890,350,unsp,Used,TRUE,34700,34700,4,Black,3,Diesel,CA,Pac,Premium,unsp,unsp,45,50988.52642
4891,550,unsp,New,FALSE,10,10000,2,Silver,4.6,Gasoline,NH,New,unsp,unsp,unsp,47,111556.4204
4892,550,unsp,New,FALSE,12,10000,2,unsp,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,110253.0891
4893,63 AMG,unsp,Used,FALSE,1371,10000,2,White,5.5,Gasoline,NY,Mid,unsp,Alloy,unsp,49,157679.1446
4894,500,unsp,Used,FALSE,37607,37607,10,Black,5,Gasoline,ME,New,Bose,unsp,unsp,4,23276.89735
4895,550,unsp,Used,TRUE,25962,25962,4,Blue,4.6,Gasoline,OH,ENC,Harman Kardon,Alloy,unsp,78,54227.71886
4896,500,unsp,Used,FALSE,140850,140850,15,Black,5,Gasoline,GA,SoA,unsp,Alloy,unsp,24,7662.373641
4897,500,unsp,Used,TRUE,68952,68952,12,Gold,5,Gasoline,FL,SoA,Premium,Alloy,unsp,57,15285.58423
4898,550,unsp,CPO,TRUE,15818,15818,3,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,81,66229.76422
4899,400,Hybrid,Used,FALSE,31130,31130,6,Silver,3.5,Hybrid,CA,Pac,Premium,Alloy,unsp,61,40192.79098
4900,63 AMG,unsp,Used,FALSE,34394,34394,8,unsp,6.3,Gasoline,AZ,Mtn,Premium,Alloy,unsp,64,48535.00996
4901,500,unsp,Used,FALSE,52075,52075,10,Black,5,Gasoline,FL,SoA,unsp,Alloy,unsp,64,20095.77161
4902,550,unsp,New,FALSE,11,10000,1,Silver,4.6,Gasoline,PA,Mid,Premium,Alloy,unsp,66,111546.1321
4903,500,unsp,Used,FALSE,71456,71456,10,Silver,5,Gasoline,TN,ESC,Premium,Alloy,unsp,40,17957.61082
4904,550,unsp,CPO,TRUE,36045,36045,4,Black,4.6,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,86,54943.17303
4905,500,unsp,Used,FALSE,84389,84389,14,Gray,5,Gasoline,TX,WSC,unsp,unsp,unsp,1,11077.11376
4906,550,unsp,CPO,FALSE,7583,10000,4,White,4.6,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,77,66140.60616
4907,550,unsp,Used,FALSE,29350,29350,5,Black,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,74,48788.90526
4908,550,unsp,Used,FALSE,62767,62767,7,Black,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,43,33749.31616
4909,550,unsp,Used,FALSE,91938,91938,8,White,5.5,Gasoline,NJ,Mid,unsp,Alloy,unsp,40,29267.76022
4910,430,unsp,Used,FALSE,131133,131133,14,unsp,4.3,Gasoline,OR,Pac,Bose,Alloy,16,37,7519.746179
4911,550,unsp,Used,FALSE,82860,82860,9,White,5.5,Gasoline,GA,SoA,unsp,unsp,unsp,0,28134.90394
4912,550,unsp,Used,FALSE,103199,103199,8,Gray,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0,26085.26333
4913,550,unsp,New,FALSE,21,10000,1,Silver,4.6,Gasoline,IL,ENC,unsp,unsp,18,83,114240.6836
4914,550,unsp,Used,FALSE,89734,89734,9,Black,5.5,Gasoline,MA,New,Harman Kardon,Alloy,unsp,65,25337.50332
4915,550,unsp,New,FALSE,18,10000,1,Black,4.7,Gasoline,TX,WSC,unsp,unsp,unsp,2,136738.6391
4916,550,unsp,New,FALSE,10,10000,1,unsp,4.6,Gasoline,CO,Mtn,Premium,unsp,unsp,74,114889.8196
4917,550,unsp,New,FALSE,8,10000,1,Black,4.6,Gasoline,PA,Mid,Premium,Alloy,unsp,56,112862.5048
4918,63 AMG,unsp,Used,FALSE,34672,34672,6,White,6.3,Gasoline,AZ,Mtn,Premium,unsp,unsp,23,65976.26064
4919,63 AMG,unsp,New,FALSE,5,10000,1,Black,5.5,Gasoline,TX,WSC,unsp,unsp,20,80,160287.8968
4920,420,unsp,Used,FALSE,89000,89000,22,Black,4.2,Gasoline,NY,Mid,Premium,Alloy,unsp,28,6803.460485
4921,550,unsp,CPO,FALSE,18753,18753,5,Silver,5.5,Gasoline,NH,New,Bang Olufsen,unsp,unsp,59,61660.76995
4922,500,unsp,Used,FALSE,125831,125831,13,Black,5,Gasoline,FL,SoA,Premium,Alloy,unsp,7,9133.041753
4923,550,unsp,New,FALSE,4,10000,1,Black,4.6,Gasoline,NC,SoA,Premium,unsp,unsp,77,112815.2311
4924,550,unsp,New,FALSE,20,10000,1,Black,4.6,Gasoline,IL,ENC,unsp,unsp,18,81,114131.3053
4925,550,unsp,CPO,TRUE,24590,24590,4,Red,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,61211.32145
4926,550,unsp,Used,FALSE,21052,21052,3,Black,4.6,Gasoline,NY,Mid,Harman Kardon,Alloy,unsp,74,61145.63613
4927,430,unsp,Used,FALSE,197193,195000,16,White,4.3,Gasoline,CA,Pac,Bose,unsp,unsp,11,5884.145114
4928,550,unsp,Used,FALSE,23496,23496,9,White,5.5,Gasoline,TX,WSC,Premium,Alloy,unsp,52,36245.26762
4929,550,unsp,New,FALSE,5,10000,1,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,68,111974.2349
4930,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,FL,SoA,Premium,unsp,unsp,76,112164.6674
4931,550,unsp,CPO,FALSE,4467,10000,4,Silver,4.6,Gasoline,FL,SoA,unsp,Alloy,unsp,70,70772.24477
4932,500,unsp,Used,FALSE,64194,64194,14,Black,5,Gasoline,NC,SoA,unsp,unsp,unsp,4,12384.31244
4933,550,unsp,New,FALSE,11,10000,1,White,4.6,Gasoline,MO,WNC,unsp,Alloy,18,64,113058.3466
4934,430,unsp,Used,FALSE,61056,61056,14,Silver,4.3,Gasoline,VA,SoA,Premium,Alloy,unsp,61,11205.81609
4935,500,unsp,Used,FALSE,106393,106393,10,Black,5,Gasoline,LA,WSC,unsp,Alloy,unsp,46,14188.42244
4936,63 AMG,unsp,CPO,FALSE,11970,11970,7,Silver,6.3,Gasoline,PA,Mid,Premium,Alloy,unsp,49,55406.23477
4937,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,19,19,115287.6625
4938,550,unsp,New,FALSE,61,10000,1,White,4.7,Gasoline,KS,WNC,unsp,unsp,unsp,0,136994.7183
4939,550,unsp,New,FALSE,10,10000,1,unsp,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,59,112561.8063
4940,550,unsp,Used,TRUE,53059,53059,9,Silver,5.5,Gasoline,MI,ENC,Bose,Alloy,unsp,28,30024.68562
4941,550,unsp,Used,FALSE,49522,49522,9,unsp,5.5,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,79,28841.4158
4942,550,unsp,New,FALSE,12,10000,1,Black,4.6,Gasoline,MA,New,Premium,unsp,unsp,74,111885.2761
4943,550,unsp,Used,FALSE,106111,106111,8,White,5.5,Gasoline,NV,Mtn,Premium,Alloy,unsp,42,27475.02197
4944,550,unsp,New,FALSE,1,10000,1,Silver,4.6,Gasoline,PA,Mid,unsp,unsp,unsp,1,110293.9278
4945,550,unsp,New,FALSE,56,10000,2,Gray,4.6,Gasoline,CA,Pac,Premium,Alloy,unsp,70,109260.0384
4946,550,unsp,Used,TRUE,36339,36339,4,Black,4.6,Gasoline,OH,ENC,Premium,Alloy,unsp,105,50238.31055
4947,550,unsp,Used,FALSE,101706,101706,9,Gold,5.5,Gasoline,CA,Pac,Premium,unsp,unsp,38,24647.89833
4948,320,unsp,Used,FALSE,101412,101412,17,Gold,3.2,Gasoline,FL,SoA,unsp,Alloy,unsp,27,6792.909363
4949,500,unsp,Used,FALSE,140310,140310,22,Gold,5,Gasoline,PA,Mid,unsp,Alloy,16,41,6469.18254
4950,550,unsp,CPO,FALSE,60088,60088,5,Black,5.5,Gasoline,NC,SoA,Harman Kardon,Alloy,20,47,47273.81927
4951,550,unsp,Used,FALSE,68850,68850,6,Black,5.5,Gasoline,NJ,Mid,Premium,unsp,unsp,48,39406.63604
4952,550,unsp,Used,TRUE,75170,75170,9,Gray,5.5,Gasoline,NY,Mid,Harman Kardon,unsp,unsp,72,25393.77344
4953,550,unsp,New,FALSE,15,10000,1,Silver,4.6,Gasoline,NJ,Mid,Premium,Alloy,unsp,66,111897.2139
4954,550,unsp,Used,FALSE,42303,42303,9,Gray,5.5,Gasoline,FL,SoA,Premium,unsp,unsp,60,33084.10231
4955,550,unsp,New,FALSE,6,10000,1,Black,4.6,Gasoline,NY,Mid,unsp,unsp,19,2,113047.1531
4956,550,unsp,Used,FALSE,49765,49765,6,Black,5.5,Gasoline,OH,ENC,unsp,unsp,unsp,79,40923.37246
4957,550,unsp,Used,FALSE,30629,30629,7,Black,5.5,Gasoline,OH,ENC,unsp,unsp,unsp,19,40672.41062
4958,550,unsp,Used,FALSE,32550,32550,6,White,5.5,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,71,46799.94084
4959,550,unsp,CPO,TRUE,28806,28806,4,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,73,56813.06968
4960,63 AMG,unsp,Used,FALSE,56346,56346,7,Black,6.3,Gasoline,GA,SoA,Premium,Alloy,20,48,48326.65906
4961,550,unsp,Used,TRUE,83320,83320,7,Black,5.5,Gasoline,VA,SoA,Harman Kardon,Alloy,unsp,71,28012.54598
4962,430,unsp,Used,FALSE,177377,165000,14,Black,4.3,Gasoline,CA,Pac,Premium,unsp,unsp,40,6426.216197
4963,550,unsp,New,FALSE,12,10000,1,Black,4.6,Gasoline,AL,ESC,Premium,Alloy,unsp,75,111346.674
4964,550,unsp,Used,FALSE,202995,195000,9,White,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,78,21788.79592
4965,550,unsp,Used,FALSE,133437,133437,9,Silver,5.5,Gasoline,OK,WSC,unsp,unsp,unsp,0,23068.8152
4966,550,unsp,Used,FALSE,60070,60070,8,Blue,5.5,Gasoline,CT,New,unsp,unsp,unsp,10,31554.77595
4967,550,unsp,Used,FALSE,51400,51400,5,Black,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,73,43670.74937
4968,63 AMG,unsp,Used,FALSE,37500,37500,8,Black,6.3,Gasoline,KS,WNC,Premium,Alloy,unsp,81,46709.70636
4969,550,unsp,New,FALSE,6,10000,1,White,4.6,Gasoline,CA,Pac,unsp,unsp,18,84,113460.5905
4970,550,unsp,New,FALSE,25,10000,1,Blue,4.6,Gasoline,GA,SoA,unsp,unsp,18,13,113453.2578
4971,430,unsp,Used,FALSE,82790,82790,15,Silver,4.3,Gasoline,OK,WSC,Premium,Alloy,unsp,57,10653.07191
4972,550,unsp,Used,TRUE,39235,39235,4,Silver,4.6,Gasoline,AL,ESC,Premium,unsp,unsp,40,51426.18813
4973,550,unsp,Used,FALSE,148543,148543,9,Silver,5.5,Gasoline,NC,SoA,unsp,unsp,unsp,0,23827.79808
4974,550,unsp,CPO,TRUE,21765,21765,3,White,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,9,67458.26365
4975,550,unsp,Used,FALSE,33803,33803,4,Black,4.6,Gasoline,GA,SoA,Harman Kardon,Premium,unsp,45,52400.63619
4976,550,unsp,New,FALSE,5,10000,2,White,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,0,110842.1913
4977,550,unsp,Used,FALSE,40648,40648,3,White,4.6,Gasoline,MD,SoA,unsp,unsp,unsp,3,58218.62115
4978,550,unsp,New,TRUE,46,10000,1,Black,4.6,Gasoline,FL,SoA,Premium,unsp,unsp,77,111670.4805
4979,550,unsp,New,FALSE,26,10000,1,Black,4.6,Gasoline,NY,Mid,unsp,unsp,19,4,113445.8223
4980,550,unsp,Used,FALSE,69311,69311,8,Black,5.5,Gasoline,IL,ENC,Premium,Alloy,18,78,31497.44259
4981,550,unsp,Used,FALSE,75100,75100,9,Silver,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0,29125.84564
4982,550,unsp,CPO,FALSE,15883,15883,4,Black,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,1,62015.08772
4983,550,unsp,CPO,TRUE,17090,17090,5,Silver,5.5,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,62,58374.36631
4984,550,unsp,CPO,FALSE,29400,29400,5,White,5.5,Gasoline,NJ,Mid,Premium,Alloy,unsp,72,54962.88225
4985,550,unsp,New,FALSE,5,10000,2,unsp,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,62,112968.741
4986,430,unsp,Used,FALSE,81672,81672,12,Black,4.3,Gasoline,NC,SoA,Bose,Alloy,unsp,40,13397.66108
4987,500,unsp,Used,FALSE,122623,122623,16,Silver,5,Gasoline,NV,Mtn,Premium,unsp,unsp,43,7736.763825
4988,550,unsp,New,FALSE,12,10000,1,White,4.6,Gasoline,FL,SoA,unsp,unsp,unsp,0,112412.088
4989,550,unsp,New,FALSE,13,10000,1,unsp,4.6,Gasoline,TN,ESC,unsp,unsp,unsp,1,110329.8774
4990,550,unsp,Used,FALSE,61182,61182,6,Black,5.5,Gasoline,NJ,Mid,Harman Kardon,unsp,unsp,78,38458.9192
4991,550,unsp,New,FALSE,25,10000,2,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,72,110460.6138
4992,550,unsp,Used,TRUE,27162,27162,3,Black,4.6,Gasoline,FL,SoA,unsp,Alloy,unsp,12,58315.34033
4993,430,unsp,Used,FALSE,103819,103819,14,White,4.3,Gasoline,GA,SoA,unsp,unsp,unsp,39,10070.99031
4994,500,unsp,Used,FALSE,35279,35279,13,Silver,5,Gasoline,GA,SoA,Bose,Alloy,17,58,17316.14542
4995,600,unsp,Used,FALSE,70829,70829,13,Silver,5.5,Gasoline,CA,Pac,Bose,Alloy,unsp,40,18987.92991
4996,550,unsp,Used,FALSE,71101,71101,9,Gray,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,0,28876.60384
4997,550,unsp,CPO,FALSE,34240,34240,4,Silver,4.6,Gasoline,NC,SoA,Premium,Alloy,unsp,59,57194.32346
4998,430,unsp,Used,FALSE,101160,101160,13,Black,4.3,Gasoline,GA,SoA,unsp,unsp,unsp,8,10027.98211
4999,63 AMG,unsp,Used,FALSE,41979,41979,8,Gray,6.3,Gasoline,WA,Pac,Harman Kardon,Alloy,unsp,16,49849.1106
5000,550,unsp,New,FALSE,12,10000,1,Silver,4.6,Gasoline,MA,New,unsp,unsp,unsp,75,111089.6359
5001,550,unsp,Used,TRUE,28863,28863,5,Silver,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,2,51178.09174
5002,600,unsp,Used,FALSE,68782,68782,11,Black,5.5,Gasoline,FL,SoA,Premium,Alloy,unsp,72,23166.34029
5003,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,CA,Pac,Premium,unsp,unsp,78,112252.9287
5004,63 AMG,unsp,Used,FALSE,40304,40304,5,Black,5.5,Gasoline,CA,Pac,Bang Olufsen,unsp,unsp,6,73443.26178
5005,550,unsp,Used,FALSE,124130,124130,9,Silver,5.5,Gasoline,OH,ENC,unsp,unsp,unsp,52,22441.01729
5006,63 AMG,unsp,Used,FALSE,77514,77514,8,Black,6.3,Gasoline,MO,WNC,Premium,Alloy,unsp,64,38407.37286
5007,550,unsp,Used,FALSE,98875,98875,9,Gray,5.5,Gasoline,FL,SoA,Harman Kardon,Alloy,unsp,42,23584.47186
5008,550,unsp,Used,FALSE,88816,88816,8,Black,5.5,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,56,28742.27465
5009,500,unsp,Used,FALSE,133952,133952,14,unsp,5,Gasoline,TX,WSC,unsp,Alloy,unsp,49,8164.173395
5010,500,unsp,Used,FALSE,131213,131213,16,Black,5,Gasoline,TX,WSC,unsp,unsp,unsp,1,7013.202085
5011,550,unsp,Used,FALSE,72921,72921,9,Gray,5.5,Gasoline,PA,Mid,unsp,unsp,unsp,11,26584.83627
5012,550,unsp,Used,TRUE,59530,59530,8,Gray,5.5,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,82,31010.35964
5013,320,unsp,Used,FALSE,132731,132731,21,unsp,3.2,Gasoline,TX,WSC,unsp,Alloy,unsp,32,4771.23393
5014,550,unsp,New,FALSE,2,10000,1,Black,4.6,Gasoline,NV,Mtn,Premium,Alloy,19,81,113874.8087
5015,500,unsp,Used,FALSE,118909,118909,12,Black,5,Gasoline,TN,ESC,unsp,Alloy,unsp,58,11041.10869
5016,550,unsp,Used,FALSE,82860,82860,9,Black,5.5,Gasoline,OH,ENC,Premium,Alloy,unsp,56,26783.12
5017,550,unsp,Used,FALSE,86756,86756,9,White,5.5,Gasoline,KY,ESC,Premium,Alloy,unsp,59,26607.10431
5018,550,unsp,CPO,FALSE,25302,25302,4,White,4.6,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,73,60832.44777
5019,65 AMG,unsp,Used,FALSE,48340,48340,10,Black,6,Gasoline,WA,Pac,Premium,Alloy,unsp,63,34401.11153
5020,550,unsp,Used,FALSE,2574,10000,2,Black,4.6,Gasoline,MS,ESC,Premium,unsp,unsp,76,103136.5631
5021,430,unsp,Used,FALSE,253200,240000,14,Gray,4.3,Gasoline,KS,WNC,Bose,Alloy,16,95,5295.675123
5022,550,unsp,Used,FALSE,56950,56950,5,Silver,5.5,Gasoline,GA,SoA,Bang Olufsen,Alloy,unsp,67,48745.19345
5023,430,unsp,Used,TRUE,99000,99000,13,Black,4.3,Gasoline,NV,Mtn,unsp,Alloy,unsp,50,10393.29666
5024,550,unsp,Used,FALSE,48366,48366,7,Black,5.5,Gasoline,MA,New,Premium,Alloy,unsp,72,34937.27817
5025,550,unsp,New,FALSE,10,10000,1,Black,4.7,Gasoline,MD,SoA,unsp,unsp,unsp,95,141401.7058
5026,550,unsp,New,FALSE,10,10000,1,Black,4.6,Gasoline,MD,SoA,unsp,unsp,unsp,96,113576.5052
5027,550,unsp,CPO,FALSE,25794,25794,3,Black,4.6,Gasoline,NY,Mid,Premium,Alloy,unsp,75,64375.48147
5028,600,unsp,Used,FALSE,66999,66999,8,Gray,5.5,Gasoline,MD,SoA,unsp,unsp,unsp,31,39484.66521
5029,430,unsp,Used,FALSE,69963,69963,16,Black,4.3,Gasoline,FL,SoA,unsp,unsp,unsp,5,10868.73705
5030,550,unsp,New,FALSE,11,10000,1,White,4.6,Gasoline,TX,WSC,unsp,unsp,unsp,2,112819.2884
5031,550,unsp,Used,FALSE,36858,36858,8,Silver,5.5,Gasoline,TX,WSC,Premium,Alloy,unsp,41,38049.94792
5032,63 AMG,unsp,New,FALSE,35,10000,1,Black,5.5,Gasoline,MA,New,Premium,unsp,unsp,78,164572.4906
5033,550,unsp,New,FALSE,19,10000,1,Black,4.6,Gasoline,FL,SoA,Premium,Alloy,unsp,60,112594.7398
5034,550,unsp,New,FALSE,370,10000,1,Silver,4.6,Gasoline,CA,Pac,unsp,unsp,19,16,115467.8972
5035,550,unsp,New,FALSE,5,10000,1,Black,4.6,Gasoline,GA,SoA,unsp,unsp,unsp,9,110510.6549
5036,550,unsp,Used,FALSE,53627,53627,9,Black,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,7,29452.98121
5037,550,unsp,New,FALSE,12,10000,1,Black,4.6,Gasoline,CA,Pac,Premium,unsp,19,82,113749.1982
5038,unsp,unsp,New,FALSE,9,10000,1,Black,uns,unsp,FL,SoA,unsp,unsp,unsp,0,116211.1647
5039,550,unsp,New,FALSE,9,10000,1,Black,4.6,Gasoline,CA,Pac,unsp,unsp,unsp,76,112132.2503
5040,550,unsp,Used,FALSE,46619,46619,9,Silver,5.5,Gasoline,CA,Pac,unsp,Alloy,unsp,60,30676.89907
5041,63 AMG,unsp,New,FALSE,10,10000,1,Black,5.5,Gasoline,NY,Mid,Premium,Alloy,unsp,67,163385.0559
5042,550,unsp,Used,FALSE,27252,27252,7,White,5.5,Gasoline,CA,Pac,unsp,unsp,unsp,26,42235.17256
5043,63 AMG,unsp,New,FALSE,6,10000,1,Silver,5.5,Gasoline,CA,Pac,unsp,unsp,20,14,160666.8757
5044,550,unsp,New,FALSE,9,10000,2,Silver,4.6,Gasoline,AZ,Mtn,unsp,unsp,unsp,74,109609.8045
