"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price","pice"
"6172","6172","550",NA,"Used","f",82469,"2007","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,100,0,26847.1186527763
"6173","6173","63 AMG",NA,"Used","t",40415,"2011","Black","5.5 L","Gasoline","CA","Pac","Premium","Alloy",NA,18,0,65777.8128553747
"6174","6174","550",NA,"Used","f",30889,"2010",NA,"5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,72,0,44081.6363024712
"6175","6175","550",NA,"Used","f",18572,"2013","Gray","4.6 L","Gasoline","FL","SoA",NA,NA,"20",8,0,60151.2737980673
"6176","6176","63 AMG",NA,"New","f",13,"2015","Black","5.5 L","Gasoline","CO","Mtn","Premium","Alloy",NA,69,0,167535.628189023
"6177","6177","550",NA,"Used","t",68361,"2011","Black","5.5 L","Gasoline","NY","Mid",NA,NA,NA,21,0,39939.742591121
"6178","6178","550",NA,"CPO","t",28705,"2013","Black","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy","19",76,0,62920.9003761381
"6179","6179","550",NA,"Used","t",87430,"2008","Gray","5.5 L","Gasoline","MO","WNC",NA,NA,NA,33,0,29714.6249654365
"6180","6180","550",NA,"Used","f",33270,"2013","Black","4.6 L","Gasoline","AZ","Mtn","Premium",NA,NA,51,0,56812.2488109878
"6181","6181","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,"18",81,0,112360.377940459
"6182","6182","550",NA,"Used","f",68509,"2008","Black","5.5 L","Gasoline","GA","SoA",NA,NA,NA,57,0,31226.9912744058
"6183","6183","430",NA,"Used","f",106000,"2003","Blue","4.3 L","Gasoline","OH","ENC","Premium","Alloy",NA,41,0,10877.6006515926
"6184","6184",NA,NA,"New","f",20,"2015",NA,"5.5 L","Gasoline","PA","Mid","Premium",NA,NA,76,0,120822.80486293
"6185","6185","550",NA,"CPO","f",37383,"2012","White","4.6 L","Gasoline","TX","WSC",NA,NA,NA,5,0,55841.8590459316
"6186","6186","500",NA,"Used","f",122915,"2000","Beige","5.0 L","Gasoline","GA","SoA",NA,NA,NA,65,0,9030.33111950361
"6187","6187","550",NA,"New","f",25,"2015","Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,70,0,112798.966218123
"6188","6188","550",NA,"New","f",20,"2014","White","4.6 L","Gasoline","FL","SoA",NA,NA,NA,54,0,111577.005424056
"6189","6189","550",NA,"New","f",6,"2015","Blue","4.6 L","Gasoline","NY","Mid",NA,NA,NA,30,0,112306.032493514
"6190","6190","550",NA,"CPO","f",32500,"2010","Beige","5.5 L","Gasoline","MD","SoA","Premium","Alloy",NA,81,0,49880.5100657896
"6191","6191","550",NA,"New","f",6,"2015","Blue","4.6 L","Gasoline","NY","Mid",NA,NA,"20",2,0,112179.498826034
"6192","6192","550",NA,"New","f",13,"2014","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,38,0,110762.829687141
"6193","6193","600",NA,"Used","f",21879,"2007","Silver","5.5 L","Gasoline","CA","Pac","Premium","Alloy",NA,62,0,38804.0191118251
"6194","6194","550",NA,"Used","f",74515,"2009","Gray","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,81,0,31315.5041515381
"6195","6195","550",NA,"Used","f",6211,"2011","Silver","5.5 L","Gasoline","MD","SoA",NA,"Alloy",NA,25,0,56784.9605761147
"6196","6196","550",NA,"Used","t",74000,"2010","White","5.5 L","Gasoline","CA","Pac","Premium",NA,NA,45,0,39137.340394793
"6197","6197","430",NA,"Used","f",138926,"2000","Gray","4.3 L","Gasoline","NJ","Mid","Premium","Alloy",NA,53,0,7234.35913380909
"6198","6198","550",NA,"New","f",22,"2014","White","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,64,0,111771.848664311
"6199","6199","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,111988.894680433
"6200","6200","550",NA,"Used","t",29996,"2009","Gray","5.5 L","Gasoline","FL","SoA",NA,NA,NA,6,0,38428.6423596365
"6201","6201","600",NA,"Used","f",55879,"2007","White","5.5 L","Gasoline","MS","ESC","Harman Kardon",NA,NA,66,0,33271.2886150952
"6202","6202","500",NA,"Used","f",122333,"2000",NA,"5.0 L","Gasoline","FL","SoA",NA,NA,NA,0,0,8784.22685571612
"6203","6203","550",NA,"Used","f",100861,"2007",NA,"5.5 L","Gasoline","VA","SoA","Harman Kardon","Alloy",NA,56,0,25338.0886548685
"6204","6204","500",NA,"Used","f",88996,"2001",NA,"5.0 L","Gasoline","OK","WSC","Premium","Alloy",NA,59,0,11102.9302615685
"6205","6205","550",NA,"Used","f",32686,"2012","Black","4.6 L","Gasoline","NY","Mid",NA,"Alloy",NA,23,0,49582.1179712961
"6206","6206","550",NA,"New","f",8,"2015","Black","4.6 L","Gasoline","NY","Mid",NA,"Alloy","18",74,0,112453.125040488
"6207","6207","550",NA,"Used","f",26344,"2008","White","5.5 L","Gasoline","NH","New",NA,"Alloy",NA,105,0,38861.9348503804
"6208","6208","550",NA,"New","f",7,"2015","Blue","4.6 L","Gasoline","NV","Mtn",NA,NA,NA,9,0,115315.02848996
"6209","6209","550",NA,"New","f",20,"2015","Silver","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,57,0,112561.544096462
"6210","6210","550",NA,"New","f",36,"2015","Silver","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,71,0,112771.027071896
"6211","6211","550",NA,"Used","f",85443,"2007","Gold","5.5 L","Gasoline","CA","Pac","Harman Kardon",NA,NA,39,0,26874.481090517
"6212","6212","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","CA","Pac","Premium",NA,NA,67,0,111199.490931078
"6213","6213","550",NA,"New","f",5,"2015","Silver","4.6 L","Gasoline","CT","New",NA,NA,NA,3,0,111991.21396705
"6214","6214","550",NA,"Used","f",95142,"2008","Black","5.5 L","Gasoline","NY","Mid",NA,NA,NA,10,0,28873.9144778755
"6215","6215","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,"19",13,0,112101.181728748
"6216","6216","430",NA,"Used","f",80824,"2000","Red","4.3 L","Gasoline","NJ","Mid","Bose","Alloy",NA,75,0,11190.6626842981
"6217","6217","550",NA,"Used","f",45992,"2007","Gold","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,52,0,31112.2875464
"6218","6218","550",NA,"New","f",17,"2015","Blue","4.6 L","Gasoline","GA","SoA","Premium","Alloy","19",85,0,112687.416170738
"6219","6219","500",NA,"Used","f",111185,"2000","Blue","5.0 L","Gasoline","VA","SoA","Premium","Alloy",NA,28,0,9434.36241572673
"6220","6220","550",NA,"New","f",10,"2014",NA,"4.6 L","Gasoline","CA","Pac",NA,NA,NA,5,0,111102.220398533
"6221","6221","550",NA,"New","f",13,"2015","White","4.6 L","Gasoline","MA","New",NA,"Alloy","18",108,0,113557.007201095
"6222","6222","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,"18",88,0,112315.999860679
"6223","6223","500",NA,"Used","f",87645,"2004","Gold","5.0 L","Gasoline","KY","ESC",NA,"Alloy","17",46,0,14074.3004444743
"6224","6224","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,0,0,112312.407149818
"6225","6225","550",NA,"Used","f",58798,"2007","Silver","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,45,0,29175.3269088522
"6226","6226","550",NA,"Used","f",86659,"2007","Silver","5.5 L","Gasoline","TX","WSC","Premium",NA,NA,37,0,26628.802894445
"6227","6227","550",NA,"New","f",9,"2015","Blue","4.6 L","Gasoline","FL","SoA",NA,"Alloy","18",63,0,112173.678619967
"6228","6228","500",NA,"Used","f",134000,"2002","Silver","5.0 L","Gasoline","NV","Mtn","Premium",NA,NA,37,0,8888.28118361338
"6229","6229","550",NA,"New","f",21,"2014","Silver","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,70,0,110741.411798919
"6230","6230","550",NA,"New","f",14,"2015","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,30,0,112595.755172095
"6231","6231","550",NA,"Used","f",3319,"2015","Silver","4.6 L","Gasoline","FL","SoA","Premium",NA,NA,37,0,109067.486788742
"6232","6232","550",NA,"Used","t",100806,"2007","Silver","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy",NA,56,0,25466.0929720122
"6233","6233","550",NA,"New","f",5,"2015","Silver","4.6 L","Gasoline","NY","Mid","Premium","Alloy",NA,68,0,112153.53145906
"6234","6234","550",NA,"New","f",3,"2014",NA,"4.6 L","Gasoline","CA","Pac",NA,NA,NA,57,0,111331.478819408
"6235","6235","550",NA,"CPO","f",17152,"2012","White","4.6 L","Gasoline","MD","SoA","Bang Olufsen","Alloy",NA,91,0,62573.0059381369
"6236","6236","550",NA,"New","f",5,"2015","Silver","4.6 L",NA,"TX","WSC",NA,NA,NA,62,0,112599.26782526
"6237","6237","550",NA,"Used","f",20660,"2012","Blue","4.6 L","Gasoline","VA","SoA","Premium","Alloy",NA,49,0,52616.9021305673
"6238","6238","550",NA,"New","f",8,"2015","Silver","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,111806.993664719
"6239","6239","550",NA,"Used","f",38865,"2013","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy","18",85,0,55917.926401854
"6240","6240","550",NA,"CPO","f",10809,"2014","Black","4.6 L","Gasoline","FL","SoA",NA,"Alloy","18",75,0,95148.7949881571
"6241","6241","550",NA,"New","f",10,"2015","Silver","4.6 L","Gasoline","MA","New",NA,NA,"19",11,0,112272.876699663
"6242","6242","600",NA,"Used","t",41767,"2007","Black","5.5 L","Gasoline","KY","ESC","Premium","Alloy",NA,57,0,34435.0548125642
"6243","6243","550",NA,"New","f",99,"2015","Black","4.6 L","Gasoline","CO","Mtn","Premium",NA,NA,74,0,116383.644741608
"6244","6244","430",NA,"Used","f",90109,"2003","Silver","4.3 L","Gasoline","MS","ESC",NA,NA,NA,6,0,12245.6265494074
"6245","6245","500",NA,"Used","f",100172,"2004","Silver","5.0 L","Gasoline","CA","Pac",NA,NA,NA,0,0,13240.9804990324
"6246","6246","63 AMG",NA,"New","f",13,"2014","White","5.5 L","Gasoline","NY","Mid",NA,NA,NA,55,0,158418.403244154
"6247","6247","63 AMG",NA,"CPO","t",32865,"2012","Black","5.5 L","Gasoline","TX","WSC",NA,NA,NA,85,0,82902.5228415917
"6248","6248","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,24,0,111199.490931078
"6249","6249","550",NA,"Used","f",85235,"2008","Black","5.5 L","Gasoline","NY","Mid","Harman Kardon","Alloy","18",78,0,29388.2149375294
"6250","6250","550",NA,"Used","t",16843,"2013","Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy",NA,72,0,60711.4594724397
"6251","6251","550",NA,"New","f",8,"2015",NA,"4.6 L","Gasoline","AL","ESC",NA,NA,"18",83,0,112521.343173755
"6252","6252","550",NA,"New","f",11,"2015","White","4.6 L","Gasoline","FL","SoA",NA,NA,NA,1,0,112984.269648839
"6253","6253","550",NA,"Used","f",79659,"2007","Blue","5.5 L","Gasoline","SC","SoA","Premium","Alloy",NA,51,0,27026.3493449323
"6254","6254","550",NA,"CPO","t",30107,"2013","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,72,0,62718.1903815934
"6255","6255","600",NA,"Used","f",55168,"2007","Black","5.5 L","Gasoline","FL","SoA","Premium","Alloy",NA,54,0,31874.3387279957
"6256","6256","550",NA,"Used","f",44607,"2011","White","5.5 L","Gasoline","TX","WSC","Harman Kardon",NA,NA,24,0,43724.2190000434
"6257","6257","550",NA,"Used","f",91000,"2007","Black","5.5 L","Gasoline","CA","Pac",NA,"Alloy",NA,48,0,26128.1409762489
"6258","6258","550",NA,"CPO","f",21244,"2012","Black","4.6 L","Gasoline","AZ","Mtn",NA,NA,NA,19,0,57553.9471880396
"6259","6259","550",NA,"New","f",8,"2015","Green","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,70,0,112445.783898279
"6260","6260","550",NA,"Used","f",36090,"2009","White","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,57,0,37826.812917524
"6261","6261","550",NA,"Used","f",16480,"2012","White","4.6 L","Gasoline","MN","WNC","Premium","Alloy",NA,61,0,55568.0138481273
"6262","6262","550",NA,"Used","t",4196,"2015","Black","4.6 L","Gasoline","NJ","Mid",NA,NA,"18",92,0,109211.514171915
"6263","6263","550",NA,"New","f",219,"2013","Silver","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,69,0,95115.6562669559
"6264","6264","550",NA,"Used","f",74082,"2007",NA,"5.5 L","Gasoline","IL","ENC","Harman Kardon",NA,NA,78,0,27912.9888507621
"6265","6265","550",NA,"New","f",11,"2014","White","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,64,0,111921.30128784
"6266","6266","430",NA,"Used","f",67461,"2006","Black","4.3 L","Gasoline","NY","Mid","Bose","Alloy",NA,59,0,15981.4373984223
"6267","6267","550",NA,"CPO","t",12435,"2013","White","4.6 L","Gasoline","GA","SoA","Harman Kardon","Alloy",NA,72,0,68614.3596631209
"6268","6268","550",NA,"Used","f",18054,"2013","Silver","4.6 L","Gasoline","MD","SoA","Premium","Alloy",NA,56,0,60219.6738216042
"6269","6269","430",NA,"Used","f",145876,"2004","Black","4.3 L","Gasoline","MI","ENC",NA,"Alloy",NA,69,0,9695.3139019409
"6270","6270","550",NA,"Used","f",46292,"2009","Black","5.5 L","Gasoline","NV","Mtn","Harman Kardon","Premium",NA,64,0,35381.5031050541
"6271","6271","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112111.235349523
"6272","6272","550",NA,"New","f",6,"2015","Blue","4.6 L","Gasoline","NY","Mid",NA,NA,"18",79,0,112412.259695385
"6273","6273","550",NA,"Used","f",74077,"2009","Silver","5.5 L","Gasoline","VA","SoA","Premium",NA,NA,47,0,31779.1256080047
"6274","6274","550",NA,"Used","f",26444,"2011","Black","5.5 L","Gasoline","NJ","Mid",NA,NA,NA,84,0,46632.3431536194
"6275","6275","550",NA,"CPO","f",25280,"2013","Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,69,0,63386.1737996815
"6276","6276","550",NA,"Used","f",87782,"2007","Blue","5.5 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,85,0,26322.4503318921
"6277","6277","550",NA,"Used","f",69850,"2009","Black","5.5 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,101,0,32068.9647510907
"6278","6278","600",NA,"Used","f",76041,"2009","Silver","5.5 L","Gasoline","NV","Mtn","Harman Kardon",NA,NA,23,0,30884.6377840876
"6279","6279","550",NA,"Used","f",34569,"2007","Silver","5.5 L","Gasoline","IL","ENC","Harman Kardon","Alloy",NA,63,0,33054.8153326757
"6280","6280","550",NA,"New","f",9,"2015","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,56,0,112454.784261476
"6281","6281","550",NA,"New","f",18,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,"Alloy","18",63,0,112393.249210405
"6282","6282","550",NA,"New","f",6,"2014","Silver","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,111056.671419244
"6283","6283","63 AMG",NA,"Used","f",55023,"2008","White","6.3 L","Gasoline","FL","SoA",NA,"Alloy",NA,65,0,45760.5366382646
"6284","6284","550",NA,"CPO","f",17958,"2012","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,71,0,58220.1268907191
"6285","6285","63 AMG",NA,"Used","t",7190,"2011","White","5.5 L","Gasoline","AZ","Mtn","Premium","Alloy",NA,73,0,79251.5705868115
"6286","6286","550",NA,"Used","f",34798,"2011","Black","5.5 L","Gasoline","NY","Mid","Premium","Alloy",NA,63,0,44370.6211662385
"6287","6287","550",NA,"New","f",7,"2015","Silver","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,76,0,112321.54160884
"6288","6288","550",NA,"New","f",10,"2015","White","4.6 L","Gasoline","MD","SoA",NA,NA,NA,92,0,113501.052986481
"6289","6289","550",NA,"Used","f",69323,"2008","Black","5.5 L","Gasoline","GA","SoA","Premium","Alloy",NA,63,0,30860.1268166759
"6290","6290","550",NA,"Used","f",38808,"2011","Silver","5.5 L","Gasoline","VA","SoA","Premium","Alloy",NA,49,0,43395.791027922
"6291","6291","55 AMG",NA,"Used","f",60453,"2004","White","5.4 L","Gasoline","IN","ENC","Bose","Alloy",NA,54,0,22234.5831957882
"6292","6292","350",NA,"CPO","f",27074,"2012","White","3.0 L","Diesel","TX","WSC",NA,NA,NA,10,0,54536.6103201347
"6293","6293","550",NA,"Used","f",77648,"2008","Gray","5.5 L","Gasoline","OH","ENC","Premium","Alloy",NA,82,0,30069.1341030731
"6294","6294","550",NA,"Used","f",93925,"2008","Black","5.5 L","Gasoline","IL","ENC",NA,"Alloy",NA,48,0,28679.1165442584
"6295","6295","500",NA,"Used","f",89696,"2003","Silver","5.0 L","Gasoline","IL","ENC","Premium","Alloy",NA,46,0,12648.785769351
"6296","6296","63 AMG",NA,"New","f",7,"2015","Black","5.5 L","Gasoline","NV","Mtn",NA,NA,NA,11,0,167575.734493667
"6297","6297","550",NA,"CPO","f",28246,"2011","Blue","5.5 L","Gasoline","PA","Mid","Harman Kardon","Alloy",NA,70,0,51081.3219365025
"6298","6298","550",NA,"Used","f",30968,"2011","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon",NA,"19",57,0,45482.8475618652
"6299","6299","550",NA,"Used","f",60277,"2008","Blue","5.5 L","Gasoline","TX","WSC","Premium","Alloy",NA,38,0,31883.4679832543
"6300","6300","430",NA,"Used","f",132047,"2003","Gray","4.3 L","Gasoline","WA","Pac","Bose","Alloy",NA,58,0,9309.87740515492
"6301","6301","550",NA,"Used","f",35800,"2008","Black","5.5 L","Gasoline","GA","SoA",NA,"Alloy",NA,100,0,35688.9909610917
"6302","6302","550",NA,"Used","f",50636,"2010","Black","5.5 L","Gasoline","MD","SoA","Premium","Alloy",NA,73,0,40469.918674448
"6303","6303","550",NA,"New","f",5,"2014","White","4.6 L","Gasoline","CA","Pac","Premium",NA,NA,67,0,112131.856033067
"6304","6304","400","Hybrid","Used","f",49424,"2010","White","3.5 L","Hybrid","FL","SoA","Premium","Alloy",NA,56,0,38627.8056751895
"6305","6305","550",NA,"CPO","f",21256,"2012","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,101,0,57550.878998285
"6306","6306","550",NA,"CPO","t",48102,"2012","Blue","4.6 L","Gasoline","OH","ENC",NA,NA,NA,9,0,53292.6559369215
"6307","6307","550",NA,"Used","f",35075,"2008","White","5.5 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,71,0,36455.3008966258
"6308","6308","550",NA,"New","f",8,"2015","Blue","4.6 L","Gasoline","NY","Mid","Premium",NA,NA,74,0,112498.854109585
"6309","6309","550",NA,"CPO","f",29828,"2009","Black","5.5 L","Gasoline","PA","Mid","Premium","Alloy",NA,106,0,46611.5855111934
"6310","6310","550",NA,"New","f",12,"2015","White","4.6 L","Gasoline","MA","New",NA,NA,NA,77,0,113544.438805512
"6311","6311","430",NA,"Used","t",111691,"2004","Blue","4.3 L","Gasoline","PA","Mid","Bose","Alloy",NA,34,0,11838.6357979099
"6312","6312","550",NA,"New","f",6,"2015","Blue","4.6 L","Gasoline","NY","Mid",NA,NA,"18",96,0,112440.592332645
"6313","6313","550",NA,"Used","f",64374,"2007","White","5.5 L","Gasoline","NC","SoA","Harman Kardon","Alloy",NA,75,0,29516.9518100415
"6314","6314","550",NA,"Used","f",57641,"2008","White","5.5 L","Gasoline","GA","SoA",NA,"Alloy",NA,47,0,33106.279929001
"6315","6315","550",NA,"Used","t",65930,"2007","Silver","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy",NA,54,0,28558.9629556902
"6316","6316","430",NA,"Used","f",105784,"2003","Gray","4.3 L","Gasoline","VA","SoA","Bose","Alloy",NA,68,0,10890.832659438
"6317","6317","600",NA,"Used","f",90825,"2006","Black","5.5 L","Gasoline","GA","SoA",NA,NA,NA,1,0,28432.0823136105
"6318","6318","430",NA,"Used","f",101754,"2006","Gray","4.3 L","Gasoline","CA","Pac",NA,NA,NA,7,0,13269.9795564575
"6319","6319","550",NA,"Used","f",13125,"2012","Black","4.6 L","Gasoline","NY","Mid",NA,NA,NA,68,0,55986.6297127004
"6320","6320","550",NA,"New","f",6,"2014","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,111199.490931078
"6321","6321","430",NA,"Used","f",105129,"2005","Black","4.3 L","Gasoline","MS","ESC",NA,NA,NA,38,0,13032.4741048366
"6322","6322","430",NA,"Used","f",114459,"2004","Silver","4.3 L","Gasoline","NV","Mtn","Bose","Alloy",NA,41,0,11323.9925389088
"6323","6323","550",NA,"New","f",49,"2014","Black","4.6 L","Gasoline","FL","SoA",NA,NA,"20",18,0,110505.724357876
"6324","6324","550",NA,"Used","f",24612,"2013","Black","4.6 L","Gasoline","TX","WSC",NA,NA,NA,0,0,59046.6522913473
"6325","6325","550",NA,"New","f",10,"2015","Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy",NA,66,0,112507.396052415
"6326","6326","550",NA,"New","f",30,"2015","White","4.7 L","Gasoline","CA","Pac",NA,NA,NA,0,0,135896.48673281
"6327","6327","550",NA,"Used","f",68381,"2007","Silver","5.5 L","Gasoline","NY","Mid","Premium",NA,NA,43,0,28353.0330560755
"6328","6328","550",NA,"Used","f",53964,"2008","Black","5.5 L","Gasoline","MD","SoA","Harman Kardon",NA,NA,78,0,32964.8467223568
"6329","6329","500",NA,"Used","f",95478,"2006","Gray","5.0 L","Gasoline","IL","ENC",NA,NA,NA,0,0,14388.1508806182
"6330","6330","500",NA,"Used","f",116233,"2004",NA,"5.0 L","Gasoline","IL","ENC",NA,NA,NA,54,0,12295.9786709612
"6331","6331","550",NA,"CPO","t",36153,"2011","Black","5.5 L","Gasoline","MO","WNC","Harman Kardon",NA,NA,89,0,50104.4574936853
"6332","6332","550",NA,"CPO","t",9638,"2011","Silver","5.5 L","Gasoline","CA","Pac",NA,NA,NA,55,0,57841.0706882987
"6333","6333","550",NA,"Used","t",63461,"2010","White","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,67,0,39973.9735276826
"6334","6334","550",NA,"Used","f",19907,"2013","Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,73,0,60126.5436216474
"6335","6335","550",NA,"New","f",1,"2015","Blue","4.6 L","Gasoline","PA","Mid",NA,NA,NA,1,0,111571.817496827
"6336","6336","500",NA,"Used","f",87469,"1999","Black","5.0 L","Gasoline","MD","SoA",NA,"Alloy",NA,23,0,12636.5565698911
"6337","6337","430",NA,"Used","f",87111,"2000","Black","4.3 L","Gasoline","CA","Pac","Premium",NA,NA,31,0,10930.1369063457
"6338","6338","550",NA,"CPO","t",24301,"2011","Silver","5.5 L","Gasoline","CA","Pac","Harman Kardon","Premium",NA,35,0,52329.2138893658
"6339","6339","550",NA,"New","f",6,"2015","Silver","4.6 L","Gasoline","NY","Mid",NA,NA,NA,0,0,111998.379752955
"6340","6340","550",NA,"New","f",62,"2015","Black","4.6 L","Gasoline","FL","SoA","Premium",NA,NA,78,0,112904.302631103
"6341","6341","550",NA,"New","f",12,"2015","Black","4.6 L","Gasoline","FL","SoA",NA,NA,NA,0,0,112084.35026084
"6342","6342","550",NA,"New","f",45,"2014","Blue","4.6 L","Gasoline","CA","Pac",NA,NA,NA,0,0,110803.615262916
"6343","6343","550",NA,"CPO","f",15347,"2012","White","4.6 L","Gasoline","GA","SoA","Premium","Alloy",NA,112,0,60403.9150468032
"6344","6344","550",NA,"New","f",5,"2015","Black","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,112111.235349523
"6345","6345","550",NA,"Used","t",42305,"2008","Gray","5.5 L","Gasoline","SC","SoA","Harman Kardon",NA,NA,99,0,34948.4356730589
"6346","6346","500",NA,"Used","t",103910,"2005","Black","5.0 L","Gasoline","MD","SoA",NA,NA,NA,3,0,13959.2249893068
"6347","6347","550",NA,"CPO","t",18033,"2013","White","4.6 L","Gasoline","CA","Pac",NA,NA,NA,1,0,67044.837257664
"6348","6348","550",NA,"Used","f",51871,"2007","White","5.5 L","Gasoline","NJ","Mid","Premium",NA,NA,52,0,31404.8713924584
"6349","6349","550",NA,"CPO","t",16965,"2012","Black","4.6 L","Gasoline","MN","WNC","Bose","Alloy",NA,102,0,58723.561201888
"6350","6350","550",NA,"Used","f",92033,"2007","Gray","5.5 L","Gasoline","SC","SoA",NA,"Alloy",NA,47,0,26007.4075491151
"6351","6351","550",NA,"Used","f",79116,"2007","Black","5.5 L","Gasoline","WA","Pac","Harman Kardon","Alloy",NA,56,0,27150.2854996161
"6352","6352","550",NA,"CPO","t",28567,"2013","Black","4.6 L","Gasoline","PA","Mid","Premium","Alloy",NA,105,0,62979.2468868569
"6353","6353","550",NA,"CPO","f",51972,"2009","Black","5.5 L","Gasoline","AL","ESC","Premium","Alloy",NA,81,0,43277.244273942
"6354","6354","550",NA,"Used","f",26527,"2010","White","5.5 L","Gasoline","CT","New","Premium","Alloy",NA,84,0,46125.8450332299
"6355","6355","500",NA,"Used","f",90981,"2001","Beige","5.0 L","Gasoline","TN","ESC","Bose","Alloy",NA,68,0,10941.0076854168
"6356","6356","550",NA,"Used","f",77640,"2007","Gray","5.5 L","Gasoline","CA","Pac","Harman Kardon","Premium",NA,22,0,27571.5420126369
"6357","6357","550",NA,"Used","f",12339,"2013","Black","4.6 L","Gasoline","FL","SoA","Harman Kardon",NA,NA,78,0,62714.5436508865
"6358","6358","550",NA,"Used","f",69215,"2007","White","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy",NA,50,0,29024.4511962371
"6359","6359","550",NA,"CPO","t",32352,"2011","Black","5.5 L","Gasoline","NY","Mid","Harman Kardon","Alloy",NA,72,0,50504.8726452389
"6360","6360","500",NA,"Used","t",102379,"2006","Gray","5.0 L","Gasoline","CA","Pac",NA,"Alloy",NA,48,0,13815.5335027755
"6361","6361","550",NA,"Used","f",56087,"2008","Black","5.5 L","Gasoline","MD","SoA",NA,NA,NA,13,0,32683.8535344908
"6362","6362","550",NA,"Used","f",68399,"2008","Black","5.5 L","Gasoline","FL","SoA","Harman Kardon","Alloy",NA,46,0,30677.3403871872
"6363","6363","550",NA,"Used","t",36128,"2011","Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy",NA,90,0,44304.5785490608
"6364","6364","550",NA,"New","f",6,"2014","Silver","4.6 L","Gasoline","CA","Pac","Premium",NA,NA,65,0,111056.671419244
"6365","6365","550",NA,"CPO","f",25000,"2012","Gray","4.6 L","Gasoline","NJ","Mid","Premium","Alloy",NA,69,0,56414.2529868591
"6366","6366","550",NA,"CPO","f",9,"2015",NA,NA,NA,"TX","WSC",NA,NA,NA,0,0,108162.743067568
"6367","6367","600",NA,"New","f",10,"2015","Black","5.5 L",NA,"CA","Pac",NA,NA,"19",2,0,137975.047699946
"6368","6368","550",NA,"CPO","f",21298,"2012","Black","4.6 L","Gasoline","VA","SoA","Harman Kardon","Alloy",NA,54,0,57255.6523471203
"6369","6369","550",NA,"CPO","f",36152,"2010","Black","5.5 L","Gasoline","FL","SoA",NA,"Alloy",NA,68,0,48959.8245274344
