"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price"
"5514",5514,"550","unsp","Used","f",42573,2009,"Black","5.5 L","Gasoline","FL","SoA","unsp","Alloy","unsp",4,116418.7109375
"5515",5515,"550","unsp","Used","f",145000,2007,"Silver","5.5 L","Gasoline","GA","SoA","unsp","Alloy","unsp",44,119542.90625
"5516",5516,"550","unsp","CPO","f",34934,2011,"Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",73,118832.453125
"5517",5517,"550","unsp","Used","t",53841,2012,"Black","4.6 L","Gasoline","NY","Mid","Harman Kardon","unsp","unsp",21,115595.59375
"5518",5518,"63 AMG","unsp","CPO","f",199,2014,"White","5.5 L","Gasoline","TX","WSC","Premium","Alloy","unsp",61,116980.3125
"5519",5519,"550","unsp","New","f",6,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","18",86,115571.828125
"5520",5520,"550","unsp","CPO","f",27963,2011,"Black","5.5 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",72,119099.59375
"5521",5521,"550","unsp","New","f",7,2015,"Black","4.6 L","Gasoline","MA","New","Premium","unsp","unsp",74,116708.1953125
"5522",5522,"550","unsp","Used","f",18694,2012,"Gray","4.6 L","Gasoline","VA","SoA","unsp","unsp","unsp",0,101816.1796875
"5523",5523,"550","unsp","New","f",6,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",1,115014.8515625
"5524",5524,"550","unsp","Used","t",980,2014,"Black","4.6 L","Gasoline","MN","WNC","Premium","Alloy","unsp",68,121623.296875
"5525",5525,"430","unsp","Used","f",178000,2002,"Silver","4.3 L","Gasoline","VA","SoA","unsp","Alloy","unsp",51,120084.703125
"5526",5526,"550","unsp","Used","f",36805,2008,"White","5.5 L","Gasoline","TX","WSC","unsp","Alloy","unsp",38,120081.3359375
"5527",5527,"550","unsp","New","f",11,2015,"Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",66,118121.671875
"5528",5528,"430","unsp","Used","f",112450,2002,"unsp","4.3 L","Gasoline","FL","SoA","Bose","Alloy","16",48,119521.03125
"5529",5529,"550","unsp","New","f",12,2015,"Black","4.7 L","Gasoline","MA","New","Premium","Alloy","unsp",83,116533.0625
"5530",5530,"430","unsp","Used","f",166628,2001,"Black","4.3 L","Gasoline","SC","SoA","unsp","Alloy","unsp",20,122769.40625
"5531",5531,"550","unsp","Used","f",5713,2013,"Silver","4.6 L","Gasoline","NV","Mtn","unsp","unsp","unsp",5,115257.0859375
"5532",5532,"63 AMG","unsp","Used","f",73259,2008,"Black","6.3 L","Gasoline","OH","ENC","Harman Kardon","unsp","unsp",47,111877.1171875
"5533",5533,"430","unsp","Used","f",99824,2006,"Black","4.3 L","Gasoline","TX","WSC","unsp","Alloy","unsp",24,122061.0234375
"5534",5534,"550","unsp","Used","f",52401,2009,"Black","5.5 L","Gasoline","OH","ENC","Premium","Alloy","unsp",82,116246.796875
"5535",5535,"550","unsp","New","f",5,2015,"Gray","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",70,101432.0625
"5536",5536,"550","unsp","CPO","f",34319,2011,"Black","5.5 L","Gasoline","NY","Mid","unsp","Alloy","unsp",101,117085.40625
"5537",5537,"550","unsp","Used","f",55085,2008,"Silver","5.5 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",64,119099.59375
"5538",5538,"550","unsp","New","f",19,2015,"Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","18",81,118862.9140625
"5539",5539,"550","unsp","Used","f",50455,2009,"Black","5.5 L","Gasoline","LA","WSC","unsp","Chrome","unsp",66,120637.21875
"5540",5540,"550","unsp","Used","f",109000,2007,"Silver","5.5 L","Gasoline","GA","SoA","Premium","Alloy","unsp",49,119757.0234375
"5541",5541,"550","unsp","CPO","t",8634,2013,"Silver","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",1,115453.0390625
"5542",5542,"550","unsp","New","f",12,2015,"Black","unsp","Gasoline","FL","SoA","unsp","unsp","unsp",0,114405.875
"5543",5543,"550","unsp","Used","f",47675,2008,"Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","unsp","unsp",20,117792.2578125
"5544",5544,"550","unsp","New","f",23,2015,"Silver","4.6 L","Gasoline","TN","ESC","Premium","Alloy","20",61,119281.625
"5545",5545,"550","unsp","New","f",8,2015,"unsp","4.6 L","Gasoline","CA","Pac","Premium","unsp","unsp",77,116209.4609375
"5546",5546,"550","unsp","New","f",14,2015,"Black","4.6 L","Gasoline","WI","ENC","Premium","unsp","unsp",76,114171.09375
"5547",5547,"550","unsp","Used","f",110341,2007,"Silver","5.5 L","Gasoline","MD","SoA","Harman Kardon","Alloy","unsp",20,117128.484375
"5548",5548,"550","unsp","Used","f",126379,2010,"White","5.5 L","Gasoline","CT","New","unsp","Alloy","unsp",39,117671.5390625
"5549",5549,"550","unsp","New","f",6,2014,"Silver","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",2,115014.8515625
"5550",5550,"550","unsp","New","f",8,2015,"Silver","4.6 L","Gasoline","WV","SoA","Premium","Alloy","unsp",66,116170.015625
"5551",5551,"320","unsp","Used","f",92637,1995,"Silver","3.2 L","Gasoline","TX","WSC","unsp","unsp","unsp",1,115884.78125
"5552",5552,"420","unsp","Used","f",174645,1997,"Silver","4.2 L","Gasoline","GA","SoA","unsp","Alloy","unsp",17,121680.9765625
"5553",5553,"550","unsp","New","f",10,2015,"Black","4.6 L","Gasoline","NY","Mid","Premium","unsp","unsp",76,115296.7890625
"5554",5554,"550","unsp","New","f",8,2015,"Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",66,118121.671875
"5555",5555,"430","unsp","Used","f",111404,2006,"Black","4.3 L","Gasoline","CA","Pac","unsp","unsp","unsp",6,117774.4765625
"5556",5556,"500","unsp","Used","f",169708,2006,"Black","5.0 L","Gasoline","FL","SoA","Bose","Alloy","unsp",44,111028.125
"5557",5557,"550","unsp","CPO","f",28669,2012,"Silver","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",10,118207.6796875
"5558",5558,"500","unsp","Used","f",87966,2004,"Gold","5.0 L","Gasoline","TX","WSC","Premium","Alloy","unsp",60,115216.3984375
"5559",5559,"550","unsp","New","f",7,2015,"Black","4.6 L","Gasoline","NV","Mtn","unsp","unsp","20",9,119144.53125
"5560",5560,"550","unsp","Used","f",49024,2011,"Black","5.5 L","Gasoline","GA","SoA","Harman Kardon","unsp","unsp",54,118350.3984375
"5561",5561,"550","unsp","CPO","t",26957,2013,"Silver","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",7,118054.7421875
"5562",5562,"350","unsp","Used","t",20219,2012,"Silver","3.0 L","Diesel","GA","SoA","Premium","unsp","unsp",50,116557.3828125
"5563",5563,"550","unsp","New","f",1,2015,"unsp","unsp","unsp","NJ","Mid","unsp","unsp","unsp",0,120754.125
"5564",5564,"550","unsp","Used","f",20548,2013,"White","4.6 L","Gasoline","FL","SoA","Premium","Alloy","unsp",65,116116.4765625
"5565",5565,"550","unsp","Used","f",70770,2008,"Gray","5.5 L","Gasoline","NY","Mid","unsp","Alloy","unsp",22,102010.453125
"5566",5566,"320","unsp","Used","f",118180,1995,"Gold","3.2 L","Gasoline","WA","Pac","Premium","Alloy","unsp",35,116473
"5567",5567,"500","unsp","Used","f",217112,2001,"Silver","5.0 L","Gasoline","TN","ESC","Premium","unsp","unsp",40,110873.6171875
"5568",5568,"550","unsp","New","f",11,2015,"Blue","4.6 L","Gasoline","MO","WNC","unsp","Alloy","unsp",77,114901.9375
"5569",5569,"63 AMG","unsp","Used","t",43192,2012,"unsp","5.5 L","Gasoline","FL","SoA","Harman Kardon","Premium","unsp",32,113904.078125
"5570",5570,"550","unsp","New","f",7,2015,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",1,114405.875
"5571",5571,"550","unsp","New","f",30,2015,"White","4.6 L","Gasoline","CA","Pac","unsp","Alloy","19",90,116965.609375
"5572",5572,"600","unsp","New","f",17,2015,"Black","6.0 L","Gasoline","FL","SoA","unsp","unsp","unsp",1,110970.546875
"5573",5573,"550","unsp","Used","f",113050,2007,"Blue","5.5 L","Gasoline","VA","SoA","Premium","unsp","unsp",35,114288.203125
"5574",5574,"500","unsp","Used","t",65020,2004,"Silver","5.0 L","Gasoline","OH","ENC","Bose","Alloy","17",84,110941.7109375
"5575",5575,"550","unsp","New","f",12,2015,"Black","4.6 L","Gasoline","KS","WNC","unsp","unsp","unsp",0,116458.1328125
"5576",5576,"550","unsp","New","f",10,2014,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,115014.8515625
"5577",5577,"350","unsp","CPO","f",8239,2013,"unsp","3.0 L","Diesel","CA","Pac","Premium","Alloy","unsp",80,116833.3515625
"5578",5578,"550","unsp","New","f",10,2015,"Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",58,116226.46875
"5579",5579,"550","unsp","Used","f",43040,2007,"Silver","5.5 L","Gasoline","VA","SoA","Premium","unsp","unsp",36,115625.0390625
"5580",5580,"430","unsp","Used","f",122136,2005,"Black","4.3 L","Gasoline","NJ","Mid","Premium","unsp","unsp",43,119647.3828125
"5581",5581,"500","unsp","Used","f",177465,2005,"Black","5.0 L","Gasoline","TX","WSC","Premium","unsp","unsp",41,113562.046875
"5582",5582,"350","unsp","Used","f",65501,2006,"Silver","3.7 L","Gasoline","WI","ENC","Bose","unsp","unsp",22,111823.9140625
"5583",5583,"550","unsp","Used","f",65723,2007,"Red","5.5 L","Gasoline","NJ","Mid","unsp","unsp","unsp",10,118809.265625
"5584",5584,"550","unsp","CPO","f",20512,2012,"Black","4.6 L","Gasoline","NY","Mid","unsp","unsp","unsp",1,116310.2109375
"5585",5585,"550","unsp","Used","f",71439,2008,"White","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","18",65,119692.1015625
"5586",5586,"550","unsp","New","f",12,2014,"Black","4.6 L","Gasoline","OH","ENC","Premium","unsp","unsp",82,114088.2265625
"5587",5587,"550","unsp","CPO","t",41535,2010,"White","5.5 L","Gasoline","NY","Mid","unsp","Alloy","unsp",101,116876.984375
"5588",5588,"550","unsp","New","f",9,2015,"Black","4.6 L","Gasoline","WA","Pac","Premium","Alloy","unsp",66,118460.0625
"5589",5589,"550","unsp","New","f",444,2015,"Black","4.7 L","Gasoline","OH","ENC","Premium","unsp","unsp",75,114088.2265625
"5590",5590,"500","unsp","Used","f",115970,1995,"Silver","5.0 L","Gasoline","VA","SoA","unsp","Alloy","unsp",10,113120.546875
"5591",5591,"600","unsp","CPO","t",22813,2011,"Black","5.5 L","Gasoline","CA","Pac","unsp","Alloy","unsp",47,113377.9375
"5592",5592,"550","unsp","Used","f",121563,2009,"Black","5.5 L","Gasoline","NJ","Mid","Harman Kardon","unsp","unsp",83,117577.671875
"5593",5593,"550","unsp","Used","f",40436,2012,"Black","4.6 L","Gasoline","WA","Pac","Harman Kardon","unsp","unsp",54,118382.96875
"5594",5594,"550","unsp","New","f",10,2014,"White","4.6 L","Gasoline","TX","WSC","unsp","unsp","unsp",0,117847.75
"5595",5595,"320","unsp","Used","f",134488,1999,"Black","3.2 L","Gasoline","VA","SoA","unsp","unsp","unsp",21,113137.9453125
"5596",5596,"550","unsp","New","f",10,2014,"White","4.6 L","Gasoline","PA","Mid","Premium","Alloy","unsp",71,121274.6796875
"5597",5597,"550","unsp","CPO","f",26098,2011,"Silver","5.5 L","Gasoline","MA","New","unsp","unsp","unsp",10,118196.5234375
"5598",5598,"500","unsp","Used","f",87290,2002,"Black","5.0 L","Gasoline","OH","ENC","unsp","Alloy","unsp",48,112253.0625
"5599",5599,"550","unsp","New","f",9,2015,"Blue","4.6 L","Gasoline","CA","Pac","unsp","unsp","18",88,114171.0859375
"5600",5600,"550","unsp","New","f",13,2015,"Black","4.6 L","Gasoline","FL","SoA","Premium","unsp","unsp",76,113828.328125
"5601",5601,"550","unsp","Used","f",90210,2009,"Black","5.5 L","Gasoline","OH","ENC","unsp","Alloy","unsp",64,116667.453125
"5602",5602,"350","unsp","Used","f",66770,2006,"Silver","3.7 L","Gasoline","CA","Pac","unsp","unsp","unsp",54,112912.9765625
"5603",5603,"550","unsp","New","f",6,2014,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",3,115003.7109375
"5604",5604,"550","unsp","New","f",14,2014,"White","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,114512.5390625
"5605",5605,"550","unsp","Used","t",49419,2007,"Black","5.5 L","Gasoline","FL","SoA","unsp","Alloy","unsp",66,116218.90625
"5606",5606,"550","unsp","New","f",10,2015,"White","4.6 L","Gasoline","FL","SoA","unsp","unsp","19",22,115147.3046875
"5607",5607,"550","unsp","New","f",12,2015,"Blue","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",78,116187.8125
"5608",5608,"550","unsp","CPO","f",43023,2012,"Black","4.6 L","Gasoline","AL","ESC","Premium","Alloy","unsp",79,116235.65625
"5609",5609,"550","unsp","New","f",12,2015,"Silver","4.6 L","Gasoline","CA","Pac","Premium","unsp","20",82,119105.0390625
"5610",5610,"550","unsp","Used","f",21224,2012,"Gray","4.6 L","Gasoline","KS","WNC","Premium","Alloy","unsp",63,103571.734375
"5611",5611,"550","unsp","Used","f",22000,2012,"Silver","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",68,116093.6484375
"5612",5612,"550","unsp","Used","f",93460,2008,"Blue","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",9,114090.6171875
"5613",5613,"63 AMG","unsp","New","f",5,2015,"Black","5.5 L","Gasoline","NY","Mid","Premium","Alloy","unsp",67,112825.8203125
"5614",5614,"550","unsp","Used","f",63859,2011,"White","5.5 L","Gasoline","FL","SoA","Premium","Alloy","unsp",75,116105.3359375
"5615",5615,"550","unsp","New","f",45,2015,"Black","4.6 L","Gasoline","TX","WSC","Premium","unsp","unsp",85,117123.2265625
"5616",5616,"63 AMG","unsp","New","f",5,2015,"White","5.5 L","Gasoline","NY","Mid","Premium","Alloy","unsp",67,113004.7578125
"5617",5617,"550","unsp","New","f",108,2014,"White","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,114512.5390625
"5618",5618,"550","unsp","New","f",13,2015,"Black","4.7 L","Gasoline","NY","Mid","Premium","Alloy","unsp",76,116215.328125
"5619",5619,"550","unsp","Used","f",63960,2008,"Black","5.5 L","Gasoline","CA","Pac","Premium","Alloy","unsp",71,116584.734375
"5620",5620,"550","unsp","Used","f",50481,2012,"Black","4.6 L","Gasoline","NY","Mid","unsp","Alloy","unsp",24,117074.25
"5621",5621,"550","unsp","Used","f",186353,2007,"Black","5.5 L","Gasoline","NJ","Mid","unsp","Alloy","unsp",34,119517.390625
"5622",5622,"550","unsp","New","f",7,2015,"unsp","4.6 L","Gasoline","CA","Pac","unsp","unsp","20",4,120312.203125
"5623",5623,"500","unsp","Used","f",103368,2006,"White","5.0 L","Gasoline","NC","SoA","unsp","Alloy","unsp",77,112269.34375
"5624",5624,"550","unsp","CPO","f",9334,2012,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",10,116186.75
"5625",5625,"550","unsp","Used","t",30672,2013,"Black","4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy","18",70,116017.78125
"5626",5626,"550","unsp","Used","f",17644,2013,"Blue","4.6 L","Gasoline","TX","WSC","Premium","unsp","unsp",40,117004.3984375
"5627",5627,"550","unsp","Used","f",12457,2013,"Black","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",62,116093.6484375
"5628",5628,"550","unsp","New","f",9,2015,"Black","4.6 L","Gasoline","NY","Mid","Premium","unsp","unsp",85,115285.6484375
"5629",5629,"550","unsp","New","f",6,2015,"Blue","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,113614.109375
"5630",5630,"550","unsp","Used","t",57697,2012,"Blue","4.6 L","Gasoline","TN","ESC","Harman Kardon","unsp","unsp",54,112698.1640625
"5631",5631,"unsp","unsp","New","f",64,2015,"Black","4.7 L","Gasoline","FL","SoA","Premium","Alloy","unsp",74,111909.1640625
"5632",5632,"550","unsp","Used","f",47207,2007,"Gray","5.5 L","Gasoline","FL","SoA","unsp","Alloy","unsp",66,101148.8984375
"5633",5633,"550","unsp","New","f",1,2014,"Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","unsp",64,114941.5703125
"5634",5634,"500","unsp","Used","f",79850,2006,"Black","5.0 L","Gasoline","TX","WSC","Bose","unsp","unsp",6,112731.4140625
"5635",5635,"550","unsp","New","f",10,2015,"White","4.6 L","Gasoline","CA","Pac","Premium","unsp","unsp",87,114555.125
"5636",5636,"550","unsp","New","f",12,2015,"Black","unsp","unsp","VA","SoA","unsp","unsp","unsp",0,116653.375
"5637",5637,"500","unsp","Used","f",109121,2003,"Silver","5.0 L","Gasoline","CO","Mtn","unsp","Alloy","unsp",54,113147.2421875
"5638",5638,"550","unsp","Used","f",43101,2009,"Gold","5.5 L","Gasoline","VA","SoA","unsp","Alloy","unsp",14,117332.375
"5639",5639,"550","unsp","New","f",8,2015,"Black","4.6 L","Gasoline","IL","ENC","unsp","unsp","19",9,115289.3828125
"5640",5640,"550","unsp","CPO","f",5839,2013,"Black","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",65,118821.296875
"5641",5641,"63 AMG","unsp","Used","f",4203,2014,"Silver","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",1,113191.359375
"5642",5642,"430","unsp","Used","f",57154,2003,"Silver","4.3 L","Gasoline","PA","Mid","Bose","Alloy","17",75,121871.140625
"5643",5643,"63 AMG","unsp","New","f",8,2015,"Black","5.5 L","Gasoline","MI","ENC","Premium","Alloy","20",58,118684.2109375
"5644",5644,"320","unsp","Used","f",154586,1999,"Beige","3.2 L","Gasoline","WA","Pac","unsp","unsp","unsp",30,116203.3046875
"5645",5645,"550","unsp","CPO","t",28754,2012,"Black","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",79,116846.9375
"5646",5646,"550","unsp","Used","f",14251,2013,"Black","4.6 L","Gasoline","GA","SoA","unsp","Alloy","unsp",65,119542.90625
"5647",5647,"550","unsp","New","f",49,2015,"Silver","4.7 L","Gasoline","NJ","Mid","Premium","unsp","unsp",74,117086.9765625
"5648",5648,"550","unsp","New","f",12,2014,"Blue","4.6 L","Gasoline","PA","Mid","Premium","Alloy","unsp",70,119558.0390625
"5649",5649,"600","unsp","Used","f",95247,2007,"Silver","5.5 L","Gasoline","TX","WSC","Premium","Alloy","unsp",54,115926
"5650",5650,"550","unsp","Used","f",35394,2011,"unsp","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy","unsp",70,120533.515625
"5651",5651,"550","unsp","New","f",10,2015,"Black","4.6 L","Gasoline","NY","Mid","Premium","unsp","unsp",74,115285.6484375
"5652",5652,"550","unsp","Used","t",95104,2008,"Black","5.5 L","Gasoline","NH","New","Harman Kardon","Steel","unsp",88,116982.7265625
"5653",5653,"550","unsp","Used","f",136,2014,"Black","4.6 L","Gasoline","MA","New","unsp","unsp","unsp",7,118196.5234375
"5654",5654,"550","unsp","Used","f",86115,2007,"Green","5.5 L","Gasoline","AL","ESC","unsp","unsp","unsp",76,115897.578125
"5655",5655,"500","unsp","Used","f",77850,2005,"Blue","5.0 L","Gasoline","CT","New","Premium","Alloy","unsp",59,112359.0078125
"5656",5656,"550","unsp","New","f",20,2015,"Black","4.7 L","Gasoline","IL","ENC","Premium","Alloy","unsp",65,115201.453125
"5657",5657,"600","unsp","Used","f",17315,2012,"Black","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",55,112024.640625
"5658",5658,"430","unsp","Used","f",150180,2003,"Silver","4.3 L","Gasoline","NC","SoA","Premium","unsp","unsp",36,118053.5
"5659",5659,"550","unsp","Used","f",72939,2011,"White","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy","unsp",78,118618.5703125
"5660",5660,"550","unsp","CPO","f",30873,2013,"Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",74,119088.4375
"5661",5661,"550","unsp","Used","f",52580,2008,"White","5.5 L","Gasoline","MD","SoA","Premium","Alloy","unsp",63,116673.4296875
"5662",5662,"430","unsp","Used","f",171000,2000,"Black","4.3 L","Gasoline","OH","ENC","Premium","Alloy","unsp",52,119178.46875
"5663",5663,"550","unsp","New","f",19,2015,"Blue","unsp","unsp","NY","Mid","unsp","Alloy","19",107,116849
"5664",5664,"500","unsp","Used","f",70000,2004,"Silver","5.0 L","Gasoline","FL","SoA","Premium","unsp","unsp",39,109995.625
"5665",5665,"550","unsp","New","f",5,2014,"Black","4.6 L","Gasoline","IL","ENC","unsp","unsp","unsp",4,114654.6171875
"5666",5666,"550","unsp","New","f",6,2015,"Silver","4.6 L","Gasoline","NY","Mid","Premium","unsp","unsp",76,115285.6484375
"5667",5667,"500","unsp","Used","f",94948,2003,"Silver","5.0 L","Gasoline","IN","ENC","Premium","Alloy","unsp",49,112063.390625
"5668",5668,"430","unsp","Used","f",125040,2004,"Silver","4.3 L","Gasoline","NJ","Mid","unsp","Alloy","unsp",54,121064.640625
"5669",5669,"550","unsp","New","f",25,2015,"White","4.6 L","Gasoline","HI","Pac","Premium","Alloy","unsp",68,116576.5
"5670",5670,"550","unsp","Used","f",65268,2007,"Black","5.5 L","Gasoline","TN","ESC","unsp","Alloy","unsp",61,116102.453125
"5671",5671,"430","unsp","Used","t",89505,2006,"Silver","4.3 L","Gasoline","MA","New","unsp","unsp","unsp",69,120387.8046875
"5672",5672,"550","unsp","New","f",11,2014,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,115003.7109375
"5673",5673,"550","unsp","Used","t",48963,2009,"Black","5.5 L","Gasoline","AR","WSC","Premium","Alloy","unsp",68,116284.71875
"5674",5674,"550","unsp","New","f",12,2015,"Gray","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",49,100547.203125
"5675",5675,"550","unsp","New","f",12,2015,"White","4.6 L","Gasoline","ID","Mtn","Premium","Alloy","unsp",66,116941.7578125
"5676",5676,"550","unsp","New","f",7,2015,"Silver","4.6 L","Gasoline","CA","Pac","Premium","unsp","unsp",72,114437.3046875
"5677",5677,"550","unsp","Used","f",49745,2010,"White","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",67,116223.2265625
"5678",5678,"420","unsp","Used","f",2e+05,1999,"unsp","4.2 L","Gasoline","GA","SoA","unsp","unsp","unsp",0,122921.0703125
"5679",5679,"550","unsp","Used","t",28816,2012,"Black","4.6 L","Gasoline","VA","SoA","Harman Kardon","unsp","unsp",36,115168.28125
"5680",5680,"500","unsp","Used","f",71803,2004,"Black","5.0 L","Gasoline","OH","ENC","unsp","unsp","unsp",3,110652.5078125
"5681",5681,"550","unsp","New","f",130,2014,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",10,114394.734375
"5682",5682,"550","unsp","New","f",7,2015,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","19",20,115756.28125
"5683",5683,"550","unsp","New","f",7,2014,"White","4.6 L","Gasoline","TX","WSC","unsp","unsp","unsp",1,117847.75
"5684",5684,"430","unsp","Used","f",198000,2001,"Silver","4.3 L","Gasoline","GA","SoA","Bose","unsp","unsp",63,120951.9296875
"5685",5685,"400","Hybrid","Used","f",59767,2010,"Black","3.5 L","Hybrid","NY","Mid","unsp","Alloy","unsp",19,114705.7578125
"5686",5686,"550","unsp","New","f",15,2015,"White","4.6 L","Gasoline","NC","SoA","unsp","unsp","unsp",1,116138.7890625
"5687",5687,"500","unsp","Used","f",63281,2006,"unsp","5.0 L","Gasoline","TX","WSC","unsp","Alloy","unsp",1,117323.5625
"5688",5688,"430","unsp","Used","t",138954,2000,"Black","4.3 L","Gasoline","SC","SoA","Bose","Alloy","16",39,121685.4296875
"5689",5689,"500","unsp","Used","f",83661,2004,"Black","5.0 L","Gasoline","AZ","Mtn","unsp","Chrome","unsp",1,109458.28125
"5690",5690,"550","unsp","Used","f",79028,2009,"White","5.5 L","Gasoline","VA","SoA","Premium","unsp","unsp",42,115731.703125
"5691",5691,"550","unsp","New","f",33,2014,"White","4.6 L","Gasoline","GA","SoA","Premium","Alloy","unsp",69,119102.2578125
"5692",5692,"550","unsp","New","f",55,2014,"Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",70,118110.53125
"5693",5693,"550","unsp","Used","t",26751,2013,"Gray","4.6 L","Gasoline","TX","WSC","unsp","unsp","unsp",0,105958.46875
"5694",5694,"550","unsp","New","f",5,2015,"unsp","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,116624.4453125
"5695",5695,"550","unsp","Used","t",47131,2011,"Black","5.5 L","Gasoline","CA","Pac","unsp","Alloy","unsp",57,116689.703125
"5696",5696,"550","unsp","New","f",18,2014,"Black","4.6 L","Gasoline","CA","Pac","Premium","unsp","unsp",65,114437.3046875
"5697",5697,"550","unsp","New","f",9,2015,"White","4.6 L","Gasoline","NC","SoA","Premium","Alloy","unsp",58,115244.59375
"5698",5698,"550","unsp","Used","f",96075,2007,"Black","5.5 L","Gasoline","NV","Mtn","Harman Kardon","Alloy","unsp",40,115417.5234375
"5699",5699,"550","unsp","Used","f",73332,2007,"Black","5.5 L","Gasoline","PA","Mid","Premium","Premium","unsp",21,121669.3828125
"5700",5700,"550","unsp","New","f",8,2014,"Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",67,118110.53125
"5701",5701,"550","unsp","New","f",5,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",8,115003.7109375
"5702",5702,"550","unsp","Used","f",13512,2014,"Silver","4.6 L","Gasoline","GA","SoA","unsp","unsp","unsp",75,118930.6484375
"5703",5703,"63 AMG","unsp","Used","f",35205,2011,"White","5.5 L","Gasoline","FL","SoA","Harman Kardon","Alloy","unsp",83,112909.5859375
"5704",5704,"550","unsp","Used","f",104592,2008,"Black","5.5 L","Gasoline","AL","ESC","Harman Kardon","unsp","unsp",50,114743.546875
"5705",5705,"500","unsp","Used","f",86082,2000,"Silver","5.0 L","Gasoline","MO","WNC","unsp","Alloy","unsp",56,111682.7109375
"5706",5706,"550","unsp","New","f",16,2015,"Green","4.6 L","Gasoline","VA","SoA","unsp","Alloy","unsp",72,116601.5703125
"5707",5707,"550","unsp","New","f",37,2015,"Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy","18",78,116291.7734375
"5708",5708,"550","unsp","New","f",11,2015,"Blue","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",64,116933.84375
"5709",5709,"550","unsp","Used","t",41507,2010,"Black","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",9,115912.6953125
"5710",5710,"550","unsp","New","f",9,2014,"Black","4.6 L","Gasoline","FL","SoA","unsp","Alloy","18",52,116265.296875
"5711",5711,"430","unsp","Used","f",104264,2006,"Silver","4.3 L","Gasoline","FL","SoA","Premium","Alloy","unsp",93,118918.5703125
"5712",5712,"550","unsp","New","f",14,2015,"Silver","4.6 L","Gasoline","NY","Mid","unsp","unsp","19",6,115921.03125
"5713",5713,"550","unsp","New","f",6,2015,"Silver","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",2,115003.7109375
"5714",5714,"63 AMG","unsp","New","f",8,2015,"White","5.5 L","Gasoline","TX","WSC","Premium","Alloy","unsp",76,115776.2890625
"5715",5715,"550","unsp","Used","f",44800,2012,"White","4.6 L","Gasoline","CT","New","Harman Kardon","unsp","unsp",94,117454.8125
