"","X","trim","subTrim","condition","isOneOwner","mileage","year","color","displacement","fuel","state","region","soundSystem","wheelType","wheelSize","featureCount","price"
"12963",23137,"500","unsp","Used","f",181035,2000,"White","5.0 L","Gasoline","GA","SoA","unsp","unsp","unsp",0,8995
"12965",23142,"500","unsp","Used","f",141109,2005,"Green","5.0 L","Gasoline","TX","WSC","Premium","unsp","unsp",37,9800
"12967",23144,"500","unsp","Used","f",45245,2006,"White","5.0 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,18595
"12968",23146,"600","unsp","Used","f",43764,2005,"Black","5.5 L","Gasoline","FL","SoA","Bose","Alloy","unsp",18,18991
"12970",23149,"600","unsp","Used","f",94799,2001,"Blue","5.8 L","Gasoline","AZ","Mtn","Premium","Alloy","unsp",64,7200
"12971",23150,"430","unsp","Used","f",116159,2005,"Black","4.3 L","Gasoline","IL","ENC","unsp","unsp","unsp",48,14575
"12974",23153,"430","unsp","Used","f",165116,2005,"Silver","4.3 L","Gasoline","CA","Pac","Premium","unsp","unsp",38,9999
"12975",23154,"430","unsp","Used","f",125210,2004,"Silver","4.3 L","Gasoline","WI","ENC","unsp","Alloy","unsp",74,7999
"12976",23155,"430","unsp","Used","f",92000,2004,"Black","4.3 L","Gasoline","PA","Mid","Bose","Alloy","unsp",55,10990
"12977",23157,"500","unsp","Used","f",78435,2006,"Silver","5.0 L","Gasoline","NY","Mid","unsp","unsp","unsp",52,19991
"12979",23161,"500","unsp","Used","f",132809,2003,"Silver","5.0 L","Gasoline","MI","ENC","unsp","Alloy","unsp",55,8650
"12981",23166,"500","unsp","Used","f",67587,2003,"unsp","5.0 L","Gasoline","AZ","Mtn","Bose","unsp","unsp",33,13999
"12983",23169,"500","unsp","Used","f",74752,2006,"Silver","5.0 L","Gasoline","VA","SoA","Bose","Alloy","unsp",59,19995
"12984",23171,"500","unsp","Used","f",235369,2004,"Black","5.0 L","Gasoline","IL","ENC","unsp","unsp","unsp",12,5995
"12985",23172,"500","unsp","Used","f",121896,2005,"Black","5.0 L","Gasoline","MI","ENC","unsp","unsp","unsp",37,12991
"12986",23174,"550","unsp","Used","f",76376,2007,"Silver","5.5 L","Gasoline","NV","Mtn","Premium","Alloy","unsp",41,25999
"12987",23177,"550","unsp","Used","f",65500,2008,"unsp","5.5 L","Gasoline","TX","WSC","unsp","Alloy","unsp",49,28995
"12988",23178,"550","unsp","Used","f",97564,2007,"Gray","5.5 L","Gasoline","VA","SoA","Premium","unsp","unsp",30,26998
"12989",23181,"550","unsp","Used","f",42046,2007,"Gray","5.5 L","Gasoline","MD","SoA","Premium","Alloy","unsp",49,30597
"12990",23182,"550","unsp","Used","t",86950,2007,"Black","5.5 L","Gasoline","NY","Mid","unsp","Alloy","unsp",57,15499
"12991",23184,"550","unsp","Used","f",43030,2008,"Black","5.5 L","Gasoline","CA","Pac","Harman Kardon","unsp","unsp",50,36991
"12992",23185,"550","unsp","Used","f",23799,2008,"Silver","5.5 L","Gasoline","NV","Mtn","unsp","unsp","unsp",1,44995
"12994",23188,"550","unsp","Used","f",112265,2008,"Silver","5.5 L","Gasoline","FL","SoA","Premium","Alloy","unsp",62,22491
"12995",23189,"550","unsp","Used","t",51975,2008,"White","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",58,35977
"12996",23190,"550","unsp","Used","f",56538,2007,"unsp","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",22,29492
"12997",23192,"550","unsp","Used","f",79009,2007,"Silver","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,29885
"12998",23194,"550","unsp","Used","f",126994,2007,"Black","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",6,19981
"12999",23195,"550","unsp","Used","t",79103,2008,"Black","5.5 L","Gasoline","CA","Pac","Premium","Alloy","unsp",63,29595
"13000",23198,"550","unsp","Used","t",57735,2007,"Black","5.5 L","Gasoline","IN","ENC","unsp","Alloy","unsp",46,28994
"13001",23199,"550","unsp","Used","f",74940,2007,"Gray","5.5 L","Gasoline","TN","ESC","unsp","Alloy","unsp",57,29880
"13002",23202,"550","unsp","Used","f",70985,2007,"Black","5.5 L","Gasoline","TN","ESC","unsp","unsp","unsp",0,26995
"13006",23208,"550","unsp","Used","f",55000,2007,"Black","5.5 L","Gasoline","MD","SoA","unsp","unsp","unsp",1,31950
"13008",23213,"550","unsp","Used","f",91448,2007,"Silver","5.5 L","Gasoline","MI","ENC","Harman Kardon","unsp","unsp",85,22950
"13010",23216,"550","unsp","Used","f",32975,2007,"Black","5.5 L","Gasoline","FL","SoA","unsp","Alloy","unsp",12,30991
"13011",23217,"550","unsp","Used","f",46579,2007,"Silver","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy","18",64,36900
"13012",23218,"550","unsp","Used","f",67500,2007,"Black","5.5 L","Gasoline","SC","SoA","unsp","Alloy","unsp",45,28995
"13014",23220,"550","unsp","CPO","f",62712,2009,"White","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",75,40985
"13015",23221,"550","unsp","Used","t",72413,2007,"Black","5.5 L","Gasoline","CA","Pac","Harman Kardon","Premium","unsp",12,29976
"13016",23222,"550","unsp","Used","t",88471,2007,"Silver","5.5 L","Gasoline","FL","SoA","Harman Kardon","unsp","unsp",3,27981
"13017",23225,"550","unsp","Used","f",103149,2008,"Gray","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,24995
"13018",23226,"550","unsp","Used","f",91547,2007,"Black","5.5 L","Gasoline","SC","SoA","unsp","Premium","unsp",43,30900
"13020",23228,"550","unsp","Used","f",43047,2007,"Silver","5.5 L","Gasoline","NC","SoA","Premium","Alloy","unsp",55,29977
"13021",23229,"550","unsp","Used","f",23745,2007,"Blue","5.5 L","Gasoline","NY","Mid","unsp","Alloy","unsp",66,45995
"13023",23231,"550","unsp","Used","f",67398,2007,"Black","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",36,26000
"13024",23232,"550","unsp","Used","t",39466,2008,"Gray","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",2,41900
"13025",23233,"550","unsp","CPO","f",49985,2009,"Silver","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",2,42900
"13026",23236,"600","unsp","Used","f",84760,2008,"Silver","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",60,33250
"13027",23237,"600","unsp","Used","f",102930,2007,"unsp","5.5 L","Gasoline","IL","ENC","unsp","unsp","unsp",58,30995
"13028",23238,"63 AMG","unsp","CPO","f",43730,2009,"Black","6.3 L","Gasoline","VA","SoA","Premium","Alloy","unsp",83,48994
"13030",23242,"63 AMG","unsp","Used","f",38362,2008,"Gray","6.3 L","Gasoline","MI","ENC","unsp","unsp","unsp",55,62995
"13031",23243,"65 AMG","unsp","Used","t",69302,2007,"Gray","6.0 L","Gasoline","MA","New","Premium","Alloy","unsp",62,46917
"13032",23244,"65 AMG","unsp","Used","f",60261,2007,"Silver","6.0 L","Gasoline","CA","Pac","Harman Kardon","Premium","unsp",25,53995
"13033",23247,"550","unsp","Used","t",13842,2010,"Silver","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",7,44990
"13034",23248,"550","unsp","Used","t",49326,2010,"Blue","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",60,38995
"13036",23250,"550","unsp","Used","f",47445,2010,"Black","5.5 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",59,38888
"13040",23254,"550","unsp","Used","t",31019,2011,"Black","5.5 L","Gasoline","AL","ESC","unsp","unsp","unsp",37,49995
"13041",23255,"550","unsp","CPO","t",26666,2011,"Silver","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",75,57991
"13042",23256,"550","unsp","CPO","f",47313,2010,"Black","5.5 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",75,40888
"13043",23258,"550","unsp","Used","f",66385,2010,"White","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",55,37900
"13044",23259,"550","unsp","Used","f",18250,2011,"Gray","5.5 L","Gasoline","FL","SoA","unsp","unsp","unsp",6,53825
"13045",23260,"550","unsp","Used","f",29900,2010,"Gray","5.5 L","Gasoline","CA","Pac","Harman Kardon","unsp","unsp",32,69999
"13046",23261,"550","unsp","CPO","f",34308,2011,"White","5.5 L","Gasoline","NC","SoA","unsp","Alloy","unsp",84,58934
"13047",23265,"550","unsp","CPO","f",52682,2011,"Silver","5.5 L","Gasoline","LA","WSC","Premium","Alloy","unsp",77,45977
"13048",23266,"550","unsp","Used","f",25505,2011,"Black","5.5 L","Gasoline","NV","Mtn","unsp","unsp","unsp",3,62995
"13050",23270,"550","unsp","Used","t",12867,2012,"White","4.6 L","Gasoline","TX","WSC","Harman Kardon","Alloy","unsp",66,59995
"13051",23271,"550","unsp","CPO","t",28285,2012,"Black","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",70,59888
"13052",23273,"550","unsp","Used","f",21627,2013,"Black","4.6 L","Gasoline","TN","ESC","Harman Kardon","unsp","unsp",52,54750
"13054",23275,"550","unsp","CPO","f",33864,2013,"White","4.6 L","Gasoline","CA","Pac","Premium","Alloy","unsp",70,60895
"13055",23276,"550","unsp","CPO","f",6348,2013,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",55,82995
"13056",23277,"550","unsp","Used","t",10366,2012,"Black","4.6 L","Gasoline","MD","SoA","unsp","unsp","unsp",0,69989
"13058",23279,"550","unsp","CPO","f",23388,2013,"Silver","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",26,65480
"13059",23281,"550","unsp","CPO","t",13011,2013,"Silver","4.6 L","Gasoline","NM","Mtn","Premium","Alloy","unsp",71,62994
"13060",23282,"550","unsp","Used","t",7894,2013,"Black","4.6 L","Gasoline","NV","Mtn","Harman Kardon","Premium","unsp",55,69998
"13061",23283,"550","unsp","CPO","t",42869,2012,"unsp","4.6 L","Gasoline","AZ","Mtn","Premium","Alloy","unsp",73,53888
"13062",23284,"550","unsp","CPO","f",29758,2012,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",53,63115
"13063",23285,"550","unsp","CPO","f",35752,2012,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",5,54988
"13065",23287,"550","unsp","CPO","f",29306,2013,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",1,62895
"13068",23290,"550","unsp","Used","f",27856,2012,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",8,49990
"13069",23291,"550","unsp","CPO","f",29672,2012,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",11,57984
"13070",23295,"550","unsp","CPO","f",33794,2013,"Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy","unsp",83,55998
"13072",23297,"550","unsp","CPO","t",26177,2013,"Gray","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",33,68994
"13073",23304,"550","unsp","CPO","t",411103,2012,"Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","unsp",64,59892
"13074",23306,"550","unsp","CPO","f",34,2013,"Silver","4.6 L","Gasoline","FL","SoA","Harman Kardon","unsp","20",87,65697
"13075",23307,"550","unsp","CPO","t",27198,2012,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",31,60972
"13076",23308,"550","unsp","Used","f",10281,2012,"Silver","4.6 L","Gasoline","CA","Pac","Harman Kardon","unsp","unsp",72,53995
"13079",23312,"550","unsp","Used","f",17828,2013,"White","4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy","unsp",69,65900
"13082",23318,"550","unsp","Used","f",16318,2013,"Blue","4.6 L","Gasoline","FL","SoA","unsp","Alloy","unsp",42,76991
"13083",23319,"550","unsp","CPO","f",17852,2013,"Silver","4.6 L","Gasoline","CA","Pac","Harman Kardon","Alloy","unsp",41,69991
"13085",23322,"63 AMG","unsp","CPO","t",23688,2012,"Black","5.5 L","Gasoline","NJ","Mid","Bang Olufsen","Alloy","unsp",71,95901
"13086",23324,"600","unsp","Used","f",11537,2010,"Silver","5.5 L","Gasoline","FL","SoA","Premium","unsp","unsp",47,79990
"13087",23325,"63 AMG","unsp","Used","f",30233,2010,"Black","6.3 L","Gasoline","FL","SoA","unsp","unsp","unsp",19,61292
"13088",23326,"63 AMG","unsp","CPO","t",33862,2010,"Gray","6.3 L","Gasoline","TX","WSC","Harman Kardon","unsp","unsp",51,63888
"13089",23327,"550","unsp","Used","f",93708,2008,"Green","5.5 L","Gasoline","NY","Mid","unsp","unsp","unsp",6,24990
"13090",23328,"550","unsp","CPO","f",35154,2009,"Black","5.5 L","Gasoline","TN","ESC","Harman Kardon","Alloy","18",107,43999
"13092",23330,"550","unsp","Used","f",76073,2007,"White","5.5 L","Gasoline","CO","Mtn","Premium","Alloy","unsp",56,25933
"13093",23331,"550","unsp","CPO","t",59041,2009,"Beige","5.5 L","Gasoline","NY","Mid","unsp","unsp","unsp",6,40650
"13094",23332,"550","unsp","Used","f",74520,2009,"Black","5.5 L","Gasoline","NJ","Mid","Harman Kardon","unsp","unsp",44,29995
"13095",23333,"550","unsp","Used","f",40513,2007,"Gray","5.5 L","Gasoline","MI","ENC","unsp","Alloy","unsp",53,38864
"13096",23334,"550","unsp","Used","f",71353,2009,"Black","5.5 L","Gasoline","FL","SoA","Premium","unsp","unsp",44,28999
"13097",23338,"550","unsp","Used","f",123150,2008,"Beige","5.5 L","Gasoline","NJ","Mid","Harman Kardon","Alloy","unsp",55,21995
"13099",23341,"550","unsp","Used","f",65660,2008,"Black","5.5 L","Gasoline","NJ","Mid","unsp","unsp","unsp",6,31995
"13100",23342,"550","unsp","Used","f",75321,2008,"Black","5.5 L","Gasoline","NJ","Mid","unsp","Alloy","unsp",43,34900
"13101",23344,"550","unsp","Used","t",70969,2007,"Silver","5.5 L","Gasoline","VA","SoA","Premium","Alloy","unsp",44,31966
"13102",23348,"550","unsp","Used","f",68401,2008,"Silver","5.5 L","Gasoline","CT","New","unsp","Alloy","unsp",80,28995
"13103",23350,"550","unsp","Used","t",70325,2007,"Blue","5.5 L","Gasoline","AL","ESC","Bose","Premium","18",48,26786
"13104",23353,"550","unsp","Used","f",63125,2008,"Black","5.5 L","Gasoline","FL","SoA","unsp","Alloy","unsp",24,28884
"13106",23356,"550","unsp","Used","f",45526,2009,"White","5.5 L","Gasoline","MI","ENC","unsp","Premium","unsp",34,38390
"13107",23357,"550","unsp","Used","t",56092,2008,"White","5.5 L","Gasoline","NY","Mid","Premium","Alloy","unsp",35,31999
"13108",23359,"550","unsp","Used","f",46100,2008,"Black","5.5 L","Gasoline","OH","ENC","unsp","unsp","unsp",11,35999
"13109",23360,"550","unsp","Used","f",97658,2007,"Silver","5.5 L","Gasoline","GA","SoA","Harman Kardon","unsp","unsp",44,20499
"13110",23361,"550","unsp","Used","f",116342,2007,"Black","5.5 L","Gasoline","MI","ENC","Premium","Alloy","unsp",58,22982
"13111",23363,"550","unsp","Used","f",75340,2009,"unsp","5.5 L","Gasoline","MD","SoA","Premium","Alloy","18",74,35530
"13112",23365,"350","unsp","New","f",57,2013,"Black","3.0 L","Diesel","CA","Pac","Harman Kardon","unsp","unsp",57,102810
"13114",23367,"350","unsp","Used","f",18906,2012,"Black","3.0 L","Diesel","GA","SoA","Harman Kardon","Premium","unsp",54,48991
"13115",23368,"550","unsp","Used","f",32900,2010,"unsp","5.5 L","Gasoline","NY","Mid","Harman Kardon","unsp","unsp",66,47995
"13116",23369,"550","unsp","Used","t",34053,2011,"Silver","5.5 L","Gasoline","MD","SoA","Harman Kardon","Alloy","unsp",69,49999
"13117",23370,"550","unsp","Used","f",22059,2011,"Black","5.5 L","Gasoline","WA","Pac","Harman Kardon","unsp","unsp",50,41880
"13118",23371,"550","unsp","Used","f",51323,2010,"Black","5.5 L","Gasoline","NJ","Mid","Harman Kardon","unsp","19",97,34995
"13120",23373,"550","unsp","Used","f",45604,2011,"Red","5.5 L","Gasoline","GA","SoA","unsp","Alloy","unsp",45,44988
"13123",23377,"550","unsp","CPO","t",26032,2011,"Blue","5.5 L","Gasoline","CT","New","Bang Olufsen","Alloy","unsp",74,54990
"13124",23378,"550","unsp","Used","f",31770,2010,"Silver","5.5 L","Gasoline","OH","ENC","unsp","Alloy","unsp",88,43494
"13125",23379,"550","unsp","Used","f",31515,2010,"White","5.5 L","Gasoline","IL","ENC","Harman Kardon","Alloy","unsp",34,45994
"13126",23380,"550","unsp","CPO","f",40070,2011,"Black","5.5 L","Gasoline","VA","SoA","unsp","Alloy","unsp",68,49989
"13127",23382,"550","unsp","Used","f",21515,2011,"Black","5.5 L","Gasoline","OH","ENC","Premium","unsp","unsp",45,61480
"13128",23383,"550","unsp","Used","f",55000,2010,"Black","5.5 L","Gasoline","OK","WSC","Premium","Alloy","unsp",52,42950
"13129",23384,"550","unsp","CPO","f",30268,2011,"unsp","5.5 L","Gasoline","FL","SoA","Harman Kardon","unsp","unsp",32,58991
"13132",23389,"550","unsp","CPO","f",44593,2011,"Silver","5.5 L","Gasoline","OH","ENC","unsp","unsp","unsp",9,43982
"13133",23390,"550","unsp","Used","f",59426,2010,"Black","5.5 L","Gasoline","IL","ENC","unsp","Alloy","unsp",62,39988
"13134",23391,"550","unsp","Used","f",61699,2010,"Black","5.5 L","Gasoline","NJ","Mid","Harman Kardon","unsp","unsp",80,34900
"13135",23392,"550","unsp","Used","f",48663,2010,"Black","5.5 L","Gasoline","CA","Pac","unsp","Alloy","unsp",61,44988
"13136",23394,"550","unsp","Used","f",28580,2011,"Bronze","5.5 L","Gasoline","TX","WSC","unsp","unsp","unsp",59,65000
"13138",23397,"550","unsp","Used","f",55136,2010,"White","5.5 L","Gasoline","AL","ESC","Premium","unsp","unsp",39,48900
"13139",23398,"550","unsp","CPO","f",27503,2011,"Silver","5.5 L","Gasoline","MD","SoA","Premium","Alloy","unsp",70,53550
"13140",23399,"550","unsp","Used","f",68379,2010,"White","5.5 L","Gasoline","GA","SoA","Harman Kardon","Alloy","unsp",43,41991
"13141",23400,"550","unsp","Used","f",87222,2010,"Gray","5.5 L","Gasoline","GA","SoA","Premium","unsp","unsp",61,30999
"13143",23403,"550","unsp","CPO","f",62906,2010,"Silver","5.5 L","Gasoline","NC","SoA","Premium","Alloy","unsp",71,44900
"13144",23406,"550","unsp","Used","f",24968,2012,"Black","4.6 L","Gasoline","MD","SoA","unsp","Alloy","unsp",50,49640
"13145",23408,"550","unsp","Used","t",19255,2012,"Black","4.6 L","Gasoline","MA","New","Harman Kardon","Alloy","18",91,74998
"13148",23412,"550","unsp","CPO","f",15652,2012,"Black","4.6 L","Gasoline","NJ","Mid","Harman Kardon","Alloy","unsp",77,59899
"13150",23414,"550","unsp","CPO","t",40181,2013,"Black","4.6 L","Gasoline","FL","SoA","Harman Kardon","Alloy","19",75,49999
"13151",23416,"550","unsp","CPO","t",22505,2012,"Black","4.6 L","Gasoline","NY","Mid","unsp","unsp","unsp",69,57991
"13152",23417,"550","unsp","Used","f",20787,2012,"White","4.6 L","Gasoline","CO","Mtn","unsp","unsp","unsp",60,80000
"13153",23419,"550","unsp","CPO","t",14798,2013,"Blue","4.6 L","Gasoline","NY","Mid","unsp","Alloy","unsp",78,68895
"13154",23420,"550","unsp","CPO","f",20397,2013,"Black","4.6 L","Gasoline","NJ","Mid","Premium","Alloy","unsp",69,72901
"13156",23423,"550","unsp","Used","f",24646,2012,"Black","4.6 L","Gasoline","MI","ENC","unsp","unsp","unsp",74,59990
"13157",23424,"550","unsp","Used","t",34812,2013,"White","4.6 L","Gasoline","NY","Mid","Harman Kardon","Alloy","unsp",74,59995
"13158",23426,"550","unsp","CPO","f",21860,2013,"Green","4.6 L","Gasoline","MN","WNC","Premium","Alloy","unsp",62,63990
"13159",23427,"550","unsp","CPO","f",20138,2013,"White","4.6 L","Gasoline","VA","SoA","unsp","unsp","unsp",1,64995
"13160",23429,"550","unsp","Used","f",38294,2012,"Gray","4.6 L","Gasoline","TN","ESC","Harman Kardon","Alloy","unsp",77,43900
"13162",23434,"550","unsp","CPO","f",21346,2012,"Black","4.6 L","Gasoline","NJ","Mid","unsp","unsp","unsp",61,59999
"13163",23435,"550","unsp","CPO","f",24049,2012,"Silver","4.6 L","Gasoline","NJ","Mid","unsp","unsp","unsp",60,65884
"13164",23436,"550","unsp","Used","t",29997,2012,"Gray","4.6 L","Gasoline","FL","SoA","unsp","Alloy","unsp",30,45999
"13167",23440,"550","unsp","CPO","f",25125,2012,"Black","4.6 L","Gasoline","CT","New","Premium","Alloy","unsp",69,60124
"13168",23441,"550","unsp","CPO","f",6332,2013,"Silver","4.6 L","Gasoline","VA","SoA","unsp","unsp","unsp",5,65995
"13169",23442,"550","unsp","CPO","t",22004,2012,"Silver","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",80,54000
"13170",23443,"550","unsp","CPO","t",16501,2012,"Black","4.6 L","Gasoline","PA","Mid","unsp","unsp","unsp",6,62991
"13171",23444,"550","unsp","Used","f",17234,2012,"Silver","4.6 L","Gasoline","NY","Mid","unsp","unsp","unsp",1,66475
"13172",23445,"550","unsp","Used","f",15330,2012,"Silver","4.6 L","Gasoline","KY","ESC","Premium","Alloy","unsp",60,55810
"13174",23447,"550","unsp","CPO","t",11782,2012,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",1,58982
"13175",23448,"550","unsp","CPO","f",22572,2012,"Red","4.6 L","Gasoline","VA","SoA","unsp","unsp","unsp",59,65900
"13176",23450,"550","unsp","Used","t",34970,2013,"Black","4.6 L","Gasoline","FL","SoA","Premium","Alloy","19",72,52999
"13177",23451,"550","unsp","CPO","f",4034,2013,"White","4.6 L","Gasoline","NY","Mid","Premium","Alloy","unsp",77,72995
"13178",23453,"400","Hybrid","Used","f",32883,2010,"Black","3.5 L","Hybrid","NY","Mid","Premium","Alloy","unsp",66,35995
"13179",23454,"400","Hybrid","Used","f",47763,2010,"Gray","3.5 L","Hybrid","WA","Pac","Premium","unsp","unsp",50,31988
"13180",23455,"600","unsp","New","f",10,2015,"Black","5.5 L","unsp","CA","Pac","unsp","unsp","unsp",1,175855
"13181",23457,"63 AMG","unsp","New","f",16,2015,"unsp","5.5 L","Gasoline","CA","Pac","unsp","unsp","20",79,155920
"13182",23459,"63 AMG","unsp","New","f",7,2015,"White","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",1,157630
"13183",23460,"63 AMG","unsp","Used","f",2399,2015,"Black","5.5 L","Gasoline","TX","WSC","unsp","unsp","20",88,149999
"13184",23463,"63 AMG","unsp","New","f",19,2015,"White","5.5 L","Gasoline","NJ","Mid","Premium","Alloy","20",77,160120
"13185",23472,"63 AMG","unsp","New","f",11,2015,"Black","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",2,161825
"13186",23473,"63 AMG","unsp","New","f",6,2015,"Black","5.5 L","Gasoline","CA","Pac","unsp","unsp","unsp",80,167790
"13188",23475,"550","unsp","Used","t",7489,2014,"Black","4.6 L","Gasoline","TX","WSC","unsp","Steel","18",75,87888
"13190",23478,"550","unsp","New","f",7,2015,"Silver","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,113390
"13191",23479,"550","unsp","CPO","f",669,2015,"Silver","4.6 L","Gasoline","NC","SoA","Premium","Alloy","19",69,99990
"13192",23480,"550","unsp","New","f",8,2015,"White","4.6 L","Gasoline","FL","SoA","unsp","unsp","19",20,131321
"13193",23483,"550","unsp","New","f",8,2015,"Black","4.6 L","Gasoline","TX","WSC","unsp","unsp","18",84,112955
"13195",23485,"550","unsp","New","f",7,2014,"Silver","4.6 L","Gasoline","NV","Mtn","unsp","unsp","unsp",8,102625
"13196",23487,"550","unsp","New","f",6,2015,"White","4.7 L","unsp","CA","Pac","unsp","unsp","unsp",1,111910
"13197",23488,"550","unsp","New","f",6,2015,"Black","unsp","unsp","CA","Pac","unsp","unsp","unsp",0,128625
"13198",23489,"550","unsp","New","f",10,2015,"unsp","4.6 L","Gasoline","CA","Pac","unsp","unsp","19",4,106975
"13199",23490,"550","unsp","New","f",3,2015,"unsp","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",73,106075
"13200",23492,"550","unsp","New","f",21,2015,"Black","4.6 L","Gasoline","FL","SoA","unsp","Alloy","18",63,100465
"13202",23494,"550","unsp","New","f",175,2014,"Red","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,111825
"13203",23495,"550","unsp","New","f",5,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","20",10,107321
"13204",23496,"550","unsp","New","f",14,2015,"White","4.6 L","Gasoline","FL","SoA","Premium","Alloy","unsp",75,121790
"13205",23497,"550","unsp","New","f",6,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","Alloy","18",85,95325
"13207",23501,"550","unsp","CPO","f",4230,2014,"Black","4.6 L","Gasoline","GA","SoA","unsp","unsp","unsp",48,109991
"13209",23503,"550","unsp","New","f",6,2015,"unsp","4.6 L","Gasoline","CA","Pac","unsp","unsp","19",3,103385
"13210",23504,"550","unsp","New","f",9,2015,"Silver","4.6 L","Gasoline","TX","WSC","Premium","unsp","unsp",87,112605
"13212",23507,"550","unsp","New","f",9,2014,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",53,110285
"13213",23508,"550","unsp","New","f",1,2014,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",54,104135
"13215",23512,"550","unsp","New","f",8,2015,"Silver","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,119870
"13216",23513,"550","unsp","New","f",5,2015,"White","4.6 L","Gasoline","CA","Pac","Premium","Alloy","unsp",66,97880
"13218",23515,"550","unsp","New","f",8,2014,"Black","4.6 L","Gasoline","CA","Pac","Premium","Alloy","unsp",70,111930
"13221",23518,"550","unsp","New","f",11,2015,"Black","4.6 L","Gasoline","GA","SoA","unsp","unsp","19",15,110665
"13222",23520,"550","unsp","New","f",2,2015,"White","4.6 L","Gasoline","FL","SoA","unsp","Alloy","18",63,115955
"13224",23526,"550","unsp","New","f",7,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",1,109625
"13225",23529,"550","unsp","New","f",10,2015,"Gray","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",1,119155
"13226",23531,"550","unsp","New","f",11,2015,"Blue","4.6 L","Gasoline","FL","SoA","Premium","unsp","unsp",75,117890
"13227",23532,"550","unsp","New","f",15,2015,"Silver","4.6 L","Gasoline","FL","SoA","Premium","unsp","unsp",77,112955
"13228",23534,"550","unsp","New","f",9,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","19",23,120045
"13230",23538,"550","unsp","New","f",9,2014,"unsp","4.6 L","Gasoline","NC","SoA","unsp","unsp","unsp",0,99595
"13231",23542,"550","unsp","New","f",1,2015,"White","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",1,105680
"13232",23543,"550","unsp","New","f",95,2015,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","19",16,116545
"13233",23544,"550","unsp","New","f",49,2015,"Black","4.6 L","Gasoline","TN","ESC","unsp","unsp","19",19,113681
"13234",23548,"550","unsp","New","f",7,2014,"Black","4.6 L","Gasoline","CA","Pac","Premium","unsp","unsp",64,130845
"13235",23549,"550","unsp","New","f",9,2014,"Black","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",15,106282
"13236",23550,"550","unsp","New","f",10,2014,"Black","4.6 L","Gasoline","FL","SoA","unsp","unsp","unsp",0,121405
"13238",23556,"550","unsp","New","f",20,2015,"White","4.6 L","Gasoline","CA","Pac","unsp","unsp","unsp",0,112745
