,trim,subTrim,condition,isOneOwner,mileage,year,color,displacement,fuel,state,region,soundSystem,wheelType,wheelSize,featureCount,Actual,Boosting,Lasso,
8736,550,unsp,New,f,43,2014,White,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,53,"115,310","112,273","111,722","3,037"
9368,550,unsp,New,f,21,2015,Green,4.6 L,Gasoline,IL,ENC,unsp,unsp,18,81,"108,775","111,812","112,841","3,037"
9164,550,unsp,New,f,9,2015,Black,unsp,unsp,NJ,Mid,unsp,unsp,unsp,0,"113,175","116,211","111,076","3,036"
547,550,unsp,Used,t,35199,2012,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,unsp,13,"48,999","52,035","49,553","3,036"
9622,550,unsp,Used,f,100042,2008,White,5.5 L,Gasoline,IL,ENC,Premium,Alloy,unsp,63,"25,410","28,439","29,116","3,029"
1411,550,unsp,New,f,13,2014,Black,4.6 L,Gasoline,IL,ENC,Premium,Alloy,unsp,70,"112,880","109,851","110,988","3,029"
8623,550,unsp,CPO,t,11456,2012,Black,4.6 L,Gasoline,CA,Pac,unsp,Chrome,unsp,55,"69,988","66,959","61,094","3,029"
413,550,unsp,CPO,f,19768,2013,White,4.6 L,Gasoline,VA,SoA,unsp,unsp,unsp,7,"64,995","68,023","66,361","3,028"
3327,550,unsp,New,f,7,2015,White,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,89,"117,340","114,313","113,384","3,027"
3753,63 AMG,unsp,New,f,25,2015,Silver,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,65,"170,065","167,039","164,195","3,026"
3393,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,PA,Mid,Premium,Alloy,unsp,71,"107,735","110,761","112,374","3,026"
5538,550,unsp,New,f,19,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,18,81,"116,315","113,290","112,734","3,025"
4186,320,unsp,Used,f,83420,1995,Black,3.2 L,Gasoline,CA,Pac,Premium,Alloy,unsp,23,"9,995","6,971","9,784","3,024"
8732,550,unsp,CPO,t,30036,2013,Black,4.6 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,73,"64,777","61,753","62,730","3,024"
6693,550,unsp,Used,f,98754,2008,Gray,5.5 L,Gasoline,GA,SoA,unsp,Alloy,unsp,48,"29,000","25,977","28,274","3,023"
4982,550,unsp,CPO,f,15883,2012,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,1,"58,992","62,015","58,821","3,023"
689,63 AMG,unsp,Used,t,43717,2011,Black,5.5 L,Gasoline,CA,Pac,Bang Olufsen,unsp,unsp,20,"73,888","70,865","68,251","3,023"
1956,550,unsp,Used,f,91414,2009,Black,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,26,"26,341","29,363","30,110","3,022"
3430,550,unsp,Used,f,53077,2007,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,75,"32,152","29,131","30,340","3,021"
9404,550,unsp,Used,f,56894,2008,Silver,5.5 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,26,"31,992","35,010","32,198","3,018"
1741,500,unsp,Used,f,213020,2002,Black,5.0 L,Gasoline,NC,SoA,unsp,unsp,unsp,0,"9,999","6,982","5,599","3,017"
9669,430,unsp,Used,t,95409,2006,Black,4.3 L,Gasoline,LA,WSC,unsp,Alloy,unsp,44,"16,850","13,834","13,677","3,016"
3979,550,unsp,Used,f,60308,2009,Black,5.5 L,Gasoline,MO,WNC,Harman Kardon,Alloy,unsp,80,"35,441","32,429","33,179","3,012"
5084,550,unsp,New,f,7431,2014,unsp,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,75,"109,235","106,223","109,843","3,012"
3424,550,unsp,Used,t,93325,2007,Gold,5.5 L,Gasoline,MD,SoA,unsp,Alloy,unsp,48,"27,999","24,987","26,132","3,012"
1371,430,unsp,Used,f,78354,2006,Silver,4.3 L,Gasoline,TX,WSC,Premium,Alloy,unsp,56,"13,500","16,511","14,745","3,011"
920,500,unsp,Used,f,77540,2005,Black,5.0 L,Gasoline,KS,WNC,unsp,Alloy,unsp,51,"17,995","14,984","15,627","3,011"
4564,550,unsp,CPO,t,21561,2012,Black,4.6 L,Gasoline,TX,WSC,Harman Kardon,Alloy,18,91,"62,207","59,197","57,420","3,010"
2649,550,unsp,New,f,14,2014,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"109,410","112,418","111,646","3,008"
8182,550,unsp,New,f,9,2014,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,63,"113,475","110,468","111,067","3,007"
4904,550,unsp,CPO,t,36045,2012,Black,4.6 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,86,"57,950","54,943","54,590","3,007"
5868,550,unsp,Used,f,93538,2008,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,20,58,"23,995","27,002","28,709","3,007"
3017,550,unsp,Used,t,65300,2011,Black,5.5 L,Gasoline,GA,SoA,Premium,unsp,unsp,51,"39,400","42,406","40,235","3,006"
9129,550,unsp,New,f,6,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,18,81,"115,150","112,144","112,421","3,006"
8501,550,unsp,New,f,20,2015,Blue,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,68,"115,065","112,059","112,716","3,006"
1710,63 AMG,unsp,New,f,8,2015,Black,5.5 L,Gasoline,NY,Mid,unsp,unsp,20,77,"158,515","161,519","164,683","3,004"
6376,550,unsp,CPO,f,21077,2011,Black,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,69,"59,900","56,896","52,872","3,004"
2714,550,unsp,New,f,17,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,"115,712","112,710","112,521","3,002"
3066,550,unsp,Used,f,12135,2012,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,60,"64,900","61,898","56,202","3,002"
2993,550,unsp,Used,f,90956,2007,Silver,5.5 L,Gasoline,MO,WNC,Harman Kardon,Alloy,unsp,56,"21,975","24,976","25,989","3,001"
533,430,unsp,Used,f,69948,2004,Black,4.3 L,Gasoline,CA,Pac,unsp,unsp,unsp,14,"11,499","14,500","15,345","3,001"
6891,550,unsp,New,f,21,2015,Blue,4.6 L,Gasoline,FL,SoA,unsp,Alloy,18,63,"109,310","112,310","112,431","3,000"
3197,550,unsp,Used,f,32965,2010,Black,5.5 L,Gasoline,MI,ENC,unsp,Alloy,unsp,82,"41,997","44,997","43,641","3,000"
58,550,unsp,New,f,7,2015,Blue,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,2,"111,655","114,653","112,231","2,998"
968,550,unsp,New,f,13,2015,Silver,4.6 L,Gasoline,MA,New,unsp,Alloy,18,109,"110,635","113,631","112,518","2,996"
1642,600,unsp,Used,f,74006,2007,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,26,"30,499","33,494","29,866","2,995"
4233,550,unsp,Used,f,101807,2007,White,5.5 L,Gasoline,IL,ENC,unsp,Alloy,unsp,51,"21,995","24,990","26,206","2,995"
4890,350,unsp,Used,t,34700,2012,Black,3.0 L,Diesel,CA,Pac,Premium,unsp,unsp,45,"47,995","50,989","45,479","2,994"
9886,550,unsp,CPO,f,40661,2012,Blue,4.6 L,Gasoline,VA,SoA,unsp,unsp,unsp,6,"51,995","54,989","53,957","2,994"
9254,420,unsp,Used,f,125879,1999,Black,4.2 L,Gasoline,TN,ESC,Premium,Alloy,unsp,47,"8,222","5,229","8,752","2,993"
4152,550,unsp,CPO,f,29432,2013,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,72,"58,994","61,987","62,484","2,993"
2091,550,unsp,New,f,12,2015,Silver,4.6 L,Gasoline,PA,Mid,Premium,unsp,unsp,77,"108,175","111,166","112,504","2,991"
8146,550,unsp,Used,f,19594,2014,Black,4.6 L,Gasoline,NJ,Mid,unsp,unsp,unsp,80,"82,858","85,847","92,206","2,989"
3757,550,unsp,CPO,t,1816,2014,Silver,4.6 L,Gasoline,IL,ENC,unsp,unsp,unsp,54,"101,998","104,987","98,744","2,989"
8532,550,unsp,New,f,10,2015,Black,4.6 L,Gasoline,TX,WSC,unsp,unsp,18,87,"110,665","113,653","113,020","2,988"
5619,550,unsp,Used,f,63960,2008,Black,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,71,"34,900","31,913","31,486","2,987"
6056,550,unsp,Used,f,95392,2008,Silver,5.5 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,48,"29,500","26,514","28,423","2,986"
9643,63 AMG,unsp,New,f,35,2015,unsp,5.5 L,Gasoline,KY,ESC,Premium,Alloy,unsp,67,"172,440","175,426","164,263","2,986"
3,550,unsp,Used,t,30191,2010,White,5.5 L,Gasoline,AZ,Mtn,unsp,Alloy,unsp,54,"44,950","47,936","45,385","2,986"
5427,550,unsp,CPO,f,21209,2012,White,4.6 L,Gasoline,KS,WNC,Premium,Alloy,unsp,90,"57,900","60,885","58,670","2,985"
9197,550,unsp,Used,f,90493,2007,Silver,5.5 L,Gasoline,CA,Pac,Harman Kardon,unsp,unsp,95,"26,888","23,905","26,314","2,983"
7287,550,unsp,New,f,5,2015,White,4.6 L,Gasoline,NY,Mid,unsp,unsp,18,96,"116,790","113,807","113,283","2,983"
8391,550,unsp,New,f,9,2014,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,68,"107,165","110,147","111,067","2,982"
9176,550,unsp,Used,t,88628,2007,Black,5.5 L,Gasoline,MO,WNC,Harman Kardon,Alloy,18,51,"27,961","24,980","26,547","2,981"
5457,400,Hybrid,CPO,f,34258,2010,Silver,3.5 L,Hybrid,GA,SoA,Harman Kardon,unsp,unsp,48,"47,995","45,015","47,096","2,980"
1387,350,unsp,CPO,t,20021,2013,White,3.0 L,Diesel,MD,SoA,Premium,Alloy,unsp,90,"66,448","63,468","63,255","2,980"
7846,55 AMG,unsp,Used,f,258281,2002,Silver,5.4 L,Gasoline,GA,SoA,Premium,Alloy,unsp,65,"5,900","8,879","7,424","2,979"
7769,430,unsp,Used,f,113892,2003,White,4.3 L,Gasoline,AL,ESC,Bose,unsp,unsp,36,"7,990","10,969","11,581","2,979"
9635,550,unsp,Used,f,126000,2007,Blue,5.5 L,Gasoline,GA,SoA,unsp,Alloy,unsp,44,"24,900","21,921","23,674","2,979"
2360,63 AMG,unsp,Used,f,34338,2009,Black,6.3 L,Gasoline,CA,Pac,unsp,unsp,unsp,37,"55,900","52,922","53,379","2,978"
8908,550,unsp,Used,f,30988,2010,Brown,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"51,991","49,014","44,353","2,977"
2390,550,unsp,New,f,10,2015,Silver,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,58,"114,445","111,469","112,341","2,976"
4637,550,unsp,Used,t,28337,2013,Black,4.6 L,Gasoline,MI,ENC,Harman Kardon,Premium,unsp,20,"56,995","59,968","58,021","2,973"
4660,550,unsp,New,f,25,2014,Black,4.6 L,Gasoline,MA,New,unsp,unsp,unsp,7,"106,215","109,187","110,928","2,972"
6594,550,unsp,New,f,5,2014,Silver,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,73,"106,585","109,556","111,091","2,971"
5244,550,unsp,New,f,6,2015,Black,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,1,"109,625","112,595","112,172","2,970"
5839,550,unsp,CPO,f,34943,2011,Black,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,64,"56,850","53,880","49,801","2,970"
8520,550,unsp,Used,f,57657,2007,Silver,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,45,"30,995","28,026","29,318","2,969"
5668,430,unsp,Used,f,125040,2004,Silver,4.3 L,Gasoline,NJ,Mid,unsp,Alloy,unsp,54,"7,599","10,568","10,678","2,969"
5070,63 AMG,unsp,Used,t,19595,2013,Black,5.5 L,Gasoline,NC,SoA,Harman Kardon,Alloy,unsp,78,"84,995","87,963","88,045","2,968"
2250,500,unsp,Used,f,120255,2001,Black,5.0 L,Gasoline,VA,SoA,unsp,Alloy,unsp,14,"4,800","7,768","8,854","2,968"
3138,550,unsp,Used,t,29571,2010,Black,5.5 L,Gasoline,MA,New,unsp,Alloy,unsp,57,"49,988","47,021","44,639","2,967"
6697,550,unsp,New,f,5,2015,Black,4.6 L,Gasoline,CA,Pac,Premium,Alloy,unsp,66,"109,930","112,896","112,293","2,966"
8325,550,unsp,New,f,274,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,19,74,"110,435","113,400","113,548","2,965"
6467,550,unsp,CPO,t,22768,2012,Silver,4.6 L,Gasoline,CA,Pac,Harman Kardon,Premium,unsp,34,"57,989","60,954","57,233","2,965"
5393,63 AMG,unsp,CPO,f,23118,2011,Gray,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,71,"76,991","79,956","74,607","2,965"
2334,63 AMG,unsp,Used,f,23986,2011,Black,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"74,991","77,954","69,318","2,963"
7736,550,unsp,Used,f,15002,2012,Black,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,64,"64,900","61,939","54,774","2,961"
7486,500,unsp,Used,f,263000,2002,Gold,5.0 L,Gasoline,MN,WNC,Bose,Alloy,unsp,57,"3,995","6,956","3,784","2,961"
4872,550,unsp,New,f,11,2015,Silver,4.6 L,Gasoline,CA,Pac,Premium,unsp,20,89,"116,545","113,586","112,495","2,959"
3894,550,unsp,New,f,5,2015,Silver,4.6 L,Gasoline,CA,Pac,unsp,Alloy,19,85,"114,805","111,847","112,184","2,958"
3226,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,51,"107,985","110,941","111,199","2,956"
4786,550,unsp,New,f,11,2015,Silver,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"114,495","111,540","111,913","2,955"
3242,550,unsp,Used,f,97855,2007,Gray,5.5 L,Gasoline,NC,SoA,unsp,unsp,unsp,65,"26,866","23,911","25,849","2,955"
5556,500,unsp,Used,f,169708,2006,Black,5.0 L,Gasoline,FL,SoA,Bose,Alloy,unsp,44,"8,900","11,855","9,556","2,955"
7536,350,unsp,CPO,f,36362,2012,Black,3.0 L,Diesel,NJ,Mid,Premium,Alloy,18,69,"56,995","54,040","51,244","2,955"
3906,550,unsp,CPO,f,15585,2010,Silver,5.5 L,Gasoline,NJ,Mid,unsp,unsp,unsp,57,"59,900","56,946","54,429","2,954"
9289,550,unsp,CPO,t,39917,2012,Black,4.6 L,Gasoline,CA,Pac,Harman Kardon,Alloy,unsp,30,"52,991","55,944","54,070","2,953"
9588,550,unsp,New,f,6,2014,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,25,"114,665","111,713","111,199","2,952"
1425,550,unsp,CPO,t,27140,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,Alloy,18,94,"55,091","52,140","51,556","2,951"
1675,550,unsp,Used,f,43847,2008,Gray,5.5 L,Gasoline,CT,New,unsp,Alloy,18,11,"36,995","34,046","34,243","2,949"
594,550,unsp,New,f,6,2015,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,19,3,"110,435","113,383","112,195","2,948"
4939,550,unsp,New,f,10,2015,unsp,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,59,"115,510","112,562","112,494","2,948"
9163,63 AMG,unsp,Used,f,57893,2010,Black,6.3 L,Gasoline,CA,Pac,Premium,unsp,unsp,23,"57,888","54,940","55,343","2,948"
5112,550,unsp,Used,t,56147,2007,Silver,5.5 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"28,991","31,939","29,687","2,948"
8136,550,unsp,New,f,14,2015,White,4.6 L,Gasoline,IL,ENC,unsp,unsp,unsp,17,"119,120","116,173","113,451","2,947"
580,550,unsp,New,f,8,2013,Black,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,66,"101,755","104,701","106,763","2,946"
2635,550,unsp,Used,f,18974,2011,Black,5.5 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,22,"57,991","55,045","49,049","2,946"
7574,550,unsp,Used,f,32124,2012,Black,4.6 L,Gasoline,TX,WSC,Harman Kardon,Alloy,unsp,62,"55,995","53,050","49,699","2,945"
1194,550,unsp,New,f,33,2014,Black,4.6 L,Gasoline,GA,SoA,Premium,Alloy,unsp,70,"112,805","109,860","110,775","2,945"
5273,430,unsp,Used,f,154697,2002,Black,4.3 L,Gasoline,TX,WSC,Premium,Alloy,unsp,39,"9,500","6,555","7,042","2,945"
5281,550,unsp,CPO,f,18300,2011,Black,5.5 L,Gasoline,OH,ENC,Harman Kardon,Alloy,unsp,71,"59,995","57,051","53,721","2,944"
6772,400,Hybrid,Used,f,34362,2010,Gray,3.5 L,Hybrid,GA,SoA,unsp,unsp,unsp,34,"37,591","40,534","40,968","2,943"
256,550,unsp,New,f,16,2015,Black,4.7 L,Gasoline,NC,SoA,Premium,Alloy,20,68,"135,905","138,848","134,031","2,943"
774,550,unsp,Used,f,37540,2011,Silver,5.5 L,Gasoline,IL,ENC,Bang Olufsen,unsp,unsp,22,"53,994","51,051","46,716","2,943"
1567,550,unsp,Used,f,69177,2007,Gray,5.5 L,Gasoline,TN,ESC,unsp,Alloy,unsp,47,"25,485","28,427","28,131","2,942"
708,550,unsp,New,f,11,2015,Black,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,64,"115,135","112,193","112,533","2,942"
7786,550,unsp,Used,f,32771,2010,Black,5.5 L,Gasoline,CT,New,Premium,Alloy,unsp,50,"42,995","45,936","43,684","2,941"
2988,550,unsp,Used,f,63288,2008,Black,5.5 L,Gasoline,FL,SoA,Premium,unsp,unsp,47,"29,995","32,932","31,523","2,937"
6739,600,unsp,Used,f,58475,2007,Silver,5.5 L,Gasoline,FL,SoA,Harman Kardon,unsp,unsp,66,"30,000","32,937","31,583","2,937"
3289,430,unsp,Used,f,154640,2002,Black,4.3 L,Gasoline,VA,SoA,unsp,Alloy,unsp,55,"9,995","7,058","7,005","2,937"
6517,63 AMG,unsp,New,f,65,2014,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"159,965","162,900","156,335","2,935"
3249,63 AMG,unsp,New,f,12,2015,Black,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"157,775","160,710","164,324","2,935"
1516,63 AMG,unsp,Used,f,61342,2008,Black,6.3 L,Gasoline,CA,Pac,Premium,unsp,unsp,41,"45,490","42,556","44,605","2,934"
9525,550,unsp,Used,f,43000,2010,Silver,5.5 L,Gasoline,MI,ENC,Premium,Alloy,unsp,59,"44,995","42,062","41,557","2,933"
1888,550,unsp,CPO,f,42404,2013,unsp,4.6 L,Gasoline,NV,Mtn,unsp,unsp,unsp,1,"59,995","62,926","61,073","2,931"
1580,550,unsp,New,f,100,2015,Black,4.6 L,Gasoline,MA,New,unsp,unsp,19,11,"115,065","112,134","113,187","2,931"
3666,550,unsp,New,f,9,2014,Silver,4.6 L,Gasoline,NJ,Mid,Premium,Alloy,unsp,67,"107,085","110,015","110,924","2,930"
7955,550,unsp,Used,f,61422,2008,White,5.5 L,Gasoline,CA,Pac,Premium,Alloy,unsp,46,"36,995","34,066","32,679","2,929"
6606,550,unsp,New,f,5,2014,Silver,4.6 L,Gasoline,CA,Pac,Premium,unsp,unsp,65,"113,325","110,397","111,091","2,928"
50,550,unsp,Used,f,73028,2008,Black,5.5 L,Gasoline,CT,New,unsp,Alloy,unsp,73,"26,977","29,904","30,517","2,927"
9608,550,unsp,Used,f,75847,2008,Black,5.5 L,Gasoline,IL,ENC,unsp,unsp,19,46,"33,899","30,973","30,524","2,926"
8511,550,unsp,Used,f,48431,2007,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,3,"33,985","31,060","31,007","2,925"
4060,550,unsp,CPO,f,20915,2013,White,4.6 L,Gasoline,AZ,Mtn,Harman Kardon,Alloy,unsp,82,"69,888","66,964","65,864","2,924"
285,63 AMG,unsp,CPO,f,4078,2012,Black,5.5 L,Gasoline,CT,New,unsp,Alloy,unsp,34,"95,995","98,919","94,966","2,924"
4200,550,unsp,Used,f,102135,2008,White,5.5 L,Gasoline,VA,SoA,unsp,unsp,unsp,10,"24,750","27,674","29,217","2,924"
1189,550,unsp,New,f,8,2015,unsp,4.6 L,Gasoline,NY,Mid,unsp,unsp,unsp,1,"107,715","110,638","112,269","2,923"
1383,550,unsp,Used,f,90245,2007,Black,5.5 L,Gasoline,AL,ESC,unsp,unsp,unsp,39,"22,500","25,423","26,476","2,923"
4029,550,unsp,New,f,14,2015,Silver,4.6 L,Gasoline,MD,SoA,Premium,Alloy,19,77,"108,145","111,068","112,480","2,923"
4036,550,unsp,Used,f,31025,2008,Gray,5.5 L,Gasoline,IL,ENC,unsp,unsp,unsp,37,"35,995","38,917","37,030","2,922"
9355,550,unsp,Used,f,174973,2007,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,27,"18,950","21,871","21,657","2,921"
542,550,unsp,Used,f,62551,2010,Silver,5.5 L,Gasoline,GA,SoA,Harman Kardon,Alloy,unsp,71,"34,999","37,919","38,783","2,920"
1476,600,unsp,Used,f,112061,2002,Black,5.8 L,Gasoline,CA,Pac,unsp,Alloy,unsp,49,"10,670","7,753","12,708","2,917"
7074,550,unsp,Used,f,57587,2011,Black,5.5 L,Gasoline,NJ,Mid,Harman Kardon,Alloy,unsp,67,"39,995","42,911","40,691","2,916"
7965,550,unsp,New,f,20,2015,Blue,4.6 L,Gasoline,NY,Mid,Premium,Alloy,unsp,59,"109,535","112,451","112,699","2,916"
2747,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,19,3,"110,435","113,350","112,247","2,915"
7201,550,unsp,Used,t,56676,2011,Silver,5.5 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,89,"39,995","42,909","41,158","2,914"
7850,550,unsp,Used,f,24921,2012,Black,4.6 L,Gasoline,CO,Mtn,unsp,Alloy,unsp,8,"57,900","54,986","51,415","2,914"
9633,550,unsp,Used,f,107778,2007,Black,5.5 L,Gasoline,CA,Pac,unsp,Alloy,unsp,43,"25,998","23,085","24,892","2,913"
5979,350,unsp,Used,f,65574,2006,Silver,3.7 L,Gasoline,TX,WSC,Bose,Alloy,unsp,34,"13,999","16,912","18,681","2,913"
8919,63 AMG,unsp,CPO,f,6245,2013,Black,5.5 L,Gasoline,SC,SoA,Harman Kardon,Alloy,unsp,74,"104,700","101,788","102,163","2,912"
1993,550,unsp,Used,t,85111,2007,Black,5.5 L,Gasoline,IL,ENC,unsp,Alloy,unsp,48,"27,999","25,087","26,842","2,912"
3382,550,unsp,Used,t,141803,2007,Blue,5.5 L,Gasoline,OH,ENC,unsp,unsp,unsp,0,"18,966","21,878","23,384","2,912"
5806,550,unsp,Used,t,29832,2010,Black,5.5 L,Gasoline,FL,SoA,unsp,Alloy,unsp,62,"49,900","46,988","44,259","2,912"
3470,550,unsp,CPO,f,35388,2012,Black,4.6 L,Gasoline,NC,SoA,Premium,Alloy,unsp,61,"54,327","57,238","54,482","2,911"
6751,550,unsp,Used,f,8062,2012,Black,4.6 L,Gasoline,GA,SoA,unsp,unsp,unsp,55,"63,000","65,910","59,237","2,910"
4912,550,unsp,Used,f,103199,2008,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,0,"28,995","26,085","28,282","2,910"
9090,550,unsp,New,f,23,2015,Black,4.6 L,Gasoline,IL,ENC,Premium,Alloy,unsp,66,"111,365","114,273","112,766","2,908"
9771,430,unsp,Used,f,162000,2002,White,4.3 L,Gasoline,NC,SoA,unsp,Alloy,unsp,50,"10,995","8,087","7,563","2,908"
3045,430,unsp,Used,f,100970,2002,Silver,4.3 L,Gasoline,GA,SoA,unsp,Alloy,unsp,58,"11,980","9,072","9,977","2,908"
5985,600,unsp,Used,f,38274,2007,Black,5.5 L,Gasoline,CA,Pac,Premium,unsp,unsp,21,"41,991","39,083","35,128","2,908"
9698,500,unsp,Used,t,34350,2005,Gray,5.0 L,Gasoline,HI,Pac,Premium,Alloy,unsp,61,"18,500","21,407","21,810","2,907"
1180,550,unsp,CPO,f,21751,2013,Black,4.6 L,Gasoline,NH,New,Harman Kardon,unsp,unsp,81,"62,977","65,883","64,388","2,906"
8083,550,unsp,Used,f,47312,2010,unsp,5.5 L,Gasoline,VA,SoA,Harman Kardon,Alloy,unsp,71,"39,795","42,700","40,966","2,905"
3572,63 AMG,unsp,Used,f,104022,2009,Gray,6.3 L,Gasoline,TX,WSC,Harman Kardon,unsp,unsp,23,"34,991","37,896","44,707","2,905"
7204,600,unsp,Used,f,58145,2007,Silver,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,26,"36,993","34,088","31,941","2,905"
2164,550,unsp,CPO,f,21408,2012,unsp,4.6 L,Gasoline,CA,Pac,unsp,unsp,unsp,43,"64,740","61,835","57,512","2,905"
1730,550,unsp,Used,t,62990,2011,Gray,5.5 L,Gasoline,CA,Pac,unsp,unsp,unsp,5,"45,000","42,097","40,534","2,903"
5509,550,unsp,New,f,15,2014,White,4.6 L,Gasoline,FL,SoA,unsp,unsp,unsp,0,"114,160","111,257","111,633","2,903"
3443,550,unsp,New,f,2,2015,Black,4.6 L,Gasoline,NY,Mid,unsp,Alloy,18,105,"110,435","113,337","112,075","2,902"
2940,600,unsp,Used,f,164642,1998,Black,6.0 L,Gasoline,VA,SoA,unsp,Alloy,unsp,40,"6,995","4,093","21,044","2,902"
3561,420,unsp,Used,f,105000,1995,Brown,4.2 L,Gasoline,MI,ENC,unsp,unsp,unsp,11,"2,995","5,895","8,851","2,900"
2355,550,unsp,New,f,7,2015,Black,4.6 L,Gasoline,NY,Mid,unsp,unsp,19,4,"116,035","113,135","112,255","2,900"
4782,550,unsp,Used,f,67180,2008,Gray,5.5 L,Gasoline,MA,New,Premium,Alloy,unsp,78,"27,911","30,811","31,127","2,900"
995,65 AMG,unsp,New,f,9,2015,Black,6.0 L,Gasoline,NY,Mid,unsp,unsp,20,3,"226,465","229,364","228,490","2,899"
9576,550,unsp,New,f,14,2015,Blue,4.6 L,Gasoline,MI,ENC,Premium,Alloy,19,61,"115,065","112,167","112,593","2,898"
9128,550,unsp,CPO,f,7904,2013,Silver,4.6 L,Gasoline,OH,ENC,unsp,unsp,unsp,4,"78,000","75,103","69,273","2,897"
7419,550,unsp,Used,f,13475,2012,Gray,4.6 L,Gasoline,GA,SoA,unsp,unsp,unsp,61,"63,990","61,094","55,778","2,896"
1594,500,unsp,Used,f,111656,2000,Silver,5.0 L,Gasoline,NY,Mid,unsp,Alloy,unsp,28,"4,995","7,889","9,337","2,894"
2089,500,unsp,Used,f,155926,2006,Gray,5.0 L,Gasoline,CT,New,Premium,Alloy,unsp,59,"8,977","11,869","10,499","2,892"
5704,550,unsp,Used,f,104592,2008,Black,5.5 L,Gasoline,AL,ESC,Harman Kardon,unsp,unsp,50,"22,995","25,886","28,185","2,891"
207,430,unsp,Used,f,104334,2002,Black,4.3 L,Gasoline,OH,ENC,Bose,Chrome,unsp,51,"5,995","8,885","10,210","2,890"
8830,430,unsp,Used,f,71217,2006,White,4.3 L,Gasoline,CA,Pac,Premium,Alloy,unsp,38,"20,995","18,106","16,483","2,889"
6031,430,unsp,Used,f,127089,2003,unsp,4.3 L,Gasoline,OH,ENC,Bose,Alloy,unsp,65,"7,000","9,889","9,589","2,889"
4312,500,unsp,Used,f,139817,2001,Black,5.0 L,Gasoline,GA,SoA,Premium,Alloy,unsp,49,"9,700","6,812","7,747","2,888"
